Part Type,Manufacturer,Series,Part Name,HEM,In Shop,Part Ranking Score,Price,Sell Price,Level,Level %,Steam Version,Platform Lock,Frequency,Cores,Socket,Wattage,Can Overclock,Thermal Throttling,Voltage,Basic CPU Score,Score to value ratio,Default Memory Speed,% increase,Overclock Basic CPU Score,Overclock CPU score increase,Multiplier Step,Number of dies,Max Memory Channels,OC Base Voltage,OC Base Freq,CoreClockMultiplier,MemChannelsMultiplier,MemClockMultiplier,FinalAdjustment,DLC2 Random Jobs,Asset Path,Full Part Name
CPU,Intel,Xeon Platinum 8100 (4P),Xeon Platinum 8158 (4P),Y,Y,8266,12000,9800,25,25,,,3700,48,LGA 3647-V3 (4P),600,Y,100,1.25,24634,19.7,2133,16.7,5768,17.09,0.0,8.0,4,1.6,3700,0.007803,4.878704,0.007393,18.509333120805373,,Prefabs/Generic/CPU,Intel Xeon Platinum 8158 (4P)
CPU,Intel,Xeon Platinum 8100 (4P),Xeon Platinum 8160 (4P),Y,Y,11368,17000,14800,25,50,,,3700,96,LGA 3647-V3 (4P),600,Y,100,1.25,33877,19.7,2133,16.7,5768,17.09,0.0,8.0,4,1.6,3700,0.004293,4.878704,0.007558,62.16175523489932,,Prefabs/Generic/CPU,Intel Xeon Platinum 8160 (4P)
CPU,Intel,Xeon Platinum 8100 (4P),Xeon Platinum 8163 (4P),Y,Y,12055,18600,16400,25,70,,,3100,96,LGA 3647-V3 (4P),660,Y,100,1.25,35926,19.7,2133,16.7,5768,17.09,0.0,8.0,4,1.6,3100,0.001268,4.878704,0.007558,80.9916498657718,,Prefabs/Generic/CPU,Intel Xeon Platinum 8163 (4P)
CPU,Intel,Xeon Platinum 8100 (4P),Xeon Platinum 8164 (4P),Y,Y,13093,21000,19000,25,90,,,3700,104,LGA 3647-V3 (4P),600,Y,100,1.25,39019,19.7,2133,16.7,5768,17.09,0.0,8.0,4,1.6,3700,0.0076154,4.878704,0.007558,67.12578395973156,,Prefabs/Generic/CPU,Intel Xeon Platinum 8164 (4P)
CPU,Intel,Xeon Platinum 8100 (4P),Xeon Platinum 8168 (4P),Y,Y,12661,19800,17800,26,20,,,3700,96,LGA 3647-V3 (4P),820,Y,100,1.25,37730,19.7,2133,16.7,5768,17.09,0.0,8.0,4,1.6,3700,0.0056474,4.878704,0.007658,69.86895308724831,,Prefabs/Generic/CPU,Intel Xeon Platinum 8168 (4P)
CPU,Intel,Xeon Platinum 8100 (4P),Xeon Platinum 8170 (4P),Y,Y,13594,22740,20268,26,50,,,3700,104,LGA 3647-V3 (4P),660,Y,100,1.25,40512,19.7,2133,16.7,5768,17.09,0.0,8.0,4,1.6,3700,0.0042194,4.878704,0.007858,84.05951281879194,,Prefabs/Generic/CPU,Intel Xeon Platinum 8170 (4P)
CPU,Intel,Xeon Platinum 8100 (4P),Xeon Platinum 8175 (4P),Y,Y,12553,20600,18280,26,85,,,3100,104,LGA 3647-V3 (4P),960,Y,100,1.25,37410,19.7,2133,16.7,5768,17.09,0.0,8.0,4,1.6,3100,0.003327,4.878704,0.008358,77.8817022147651,,Prefabs/Generic/CPU,Intel Xeon Platinum 8175 (4P)
CPU,Intel,Xeon Platinum 8100 (4P),Xeon Platinum 8176 (4P),Y,Y,14246,23980,21544,27,1,,,3800,112,LGA 3647-V3 (4P),660,Y,100,1.25,42455,19.7,2133,16.7,5768,17.09,0.0,8.0,4,1.6,3800,0.001811,4.878704,0.008558,97.81680020134229,,Prefabs/Generic/CPU,Intel Xeon Platinum 8176 (4P)
CPU,Intel,Xeon Platinum 8100 (4P),Xeon Platinum 8180 (4P),Y,Y,14589,25800,23544,27,35,,,3800,112,LGA 3647-V3 (4P),820,Y,100,1.25,43477,19.7,2133,16.7,5768,17.09,0.0,8.0,4,1.6,3800,0.00561,4.978704,0.008888,85.70773838926172,,Prefabs/Generic/CPU,Intel Xeon Platinum 8180 (4P)
CPU,Intel,Xeon Platinum 8100 (8P),Xeon Platinum 8124 (8P),Y,Y,11513,28000,24232,24,35,,,3500,144,LGA 3647-V3 (8P),1920,Y,100,1.25,34311,19.7,2133,16.7,5768,17.09,0.0,16.0,4,1.6,3500,0.004341,4.878704,0.007393,64.66038077181207,,Prefabs/Generic/CPU,Intel Xeon Platinum 8124 (8P)
CPU,Intel,Xeon Platinum 8100 (8P),Xeon Platinum 8153 (8P),Y,Y,10393,26800,23000,24,70,,,2800,128,LGA 3647-V3 (8P),1000,Y,100,1.25,30972,19.7,2133,16.7,5768,17.09,0.0,16.0,4,1.6,2800,0.008184,4.878704,0.007393,45.73432942953021,,Prefabs/Generic/CPU,Intel Xeon Platinum 8153 (8P)
CPU,Intel,Xeon Platinum 8100 (8P),Xeon Platinum 8156 (8P),Y,Y,7383,21200,16800,24,99,,,3700,32,LGA 3647-V3 (8P),840,Y,100,1.25,22002,19.7,2133,16.7,5768,17.09,0.0,16.0,4,1.6,3700,0.011233,4.878704,0.007393,-3.0139427181208127,,Prefabs/Generic/CPU,Intel Xeon Platinum 8156 (8P)
CPU,Intel,Xeon Platinum 8100 (8P),Xeon Platinum 8158 (8P),Y,Y,9884,24000,19600,25,25,,,3700,96,LGA 3647-V3 (8P),1200,Y,100,1.25,29456,19.7,2133,16.7,5768,17.09,0.0,16.0,4,1.6,3700,0.007803,4.878704,0.007393,34.69344453020134,,Prefabs/Generic/CPU,Intel Xeon Platinum 8158 (8P)
CPU,Intel,Xeon Platinum 8100 (8P),Xeon Platinum 8160 (8P),Y,Y,13593,34000,29600,25,50,,,3700,192,LGA 3647-V3 (8P),1200,Y,100,1.25,40509,19.7,2133,16.7,5768,17.09,0.0,16.0,4,1.6,3700,0.004293,4.878704,0.007558,84.41846630872482,,Prefabs/Generic/CPU,Intel Xeon Platinum 8160 (8P)
CPU,Intel,Xeon Platinum 8100 (8P),Xeon Platinum 8163 (8P),Y,Y,14416,37200,32800,25,70,,,3100,192,LGA 3647-V3 (8P),1320,Y,100,1.25,42960,19.7,2133,16.7,5768,17.09,0.0,16.0,4,1.6,3100,0.001268,4.878704,0.007558,104.59466496644298,,Prefabs/Generic/CPU,Intel Xeon Platinum 8163 (8P)
CPU,Intel,Xeon Platinum 8100 (8P),Xeon Platinum 8164 (8P),Y,Y,15657,42000,38000,25,90,,,3700,208,LGA 3647-V3 (8P),1200,Y,100,1.25,46659,19.7,2133,16.7,5768,17.09,0.0,16.0,4,1.6,3700,0.0076154,4.878704,0.007558,92.76106348993291,,Prefabs/Generic/CPU,Intel Xeon Platinum 8164 (8P)
CPU,Intel,Xeon Platinum 8100 (8P),Xeon Platinum 8168 (8P),Y,Y,15140,39600,35600,26,20,,,3700,192,LGA 3647-V3 (8P),1640,Y,100,1.25,45117,19.7,2133,16.7,5768,17.09,0.0,16.0,4,1.6,3700,0.0056474,4.878704,0.007658,94.65745577181208,,Prefabs/Generic/CPU,Intel Xeon Platinum 8168 (8P)
CPU,Intel,Xeon Platinum 8100 (8P),Xeon Platinum 8170 (8P),Y,Y,16256,45480,40536,26,50,,,3700,208,LGA 3647-V3 (8P),1320,Y,100,1.25,48443,19.7,2133,16.7,5768,17.09,0.0,16.0,4,1.6,3700,0.0042194,4.878704,0.007858,110.675345704698,,Prefabs/Generic/CPU,Intel Xeon Platinum 8170 (8P)
CPU,Intel,Xeon Platinum 8100 (8P),Xeon Platinum 8175 (8P),Y,Y,15011,41200,36560,26,85,,,3100,208,LGA 3647-V3 (8P),1920,Y,100,1.25,44734,19.7,2133,16.7,5768,17.09,0.0,16.0,4,1.6,3100,0.003327,4.878704,0.008358,102.45957805369126,,Prefabs/Generic/CPU,Intel Xeon Platinum 8175 (8P)
CPU,Intel,Xeon Platinum 8100 (8P),Xeon Platinum 8176 (8P),Y,Y,17036,47960,43088,27,1,,,3800,224,LGA 3647-V3 (8P),1320,Y,100,1.25,50767,19.7,2133,16.7,5768,17.09,0.0,16.0,4,1.6,3800,0.001811,4.878704,0.008558,125.70920255033559,,Prefabs/Generic/CPU,Intel Xeon Platinum 8176 (8P)
CPU,Intel,Xeon Platinum 8100 (8P),Xeon Platinum 8180 (8P),Y,Y,17446,51600,47088,27,35,,,3800,224,LGA 3647-V3 (8P),1640,Y,100,1.25,51989,19.7,2133,16.7,5768,17.09,0.0,16.0,4,1.6,3800,0.00561,4.978704,0.008888,114.27186959731543,,Prefabs/Generic/CPU,Intel Xeon Platinum 8180 (8P)
CPU,Intel,Xeon Platinum 8200,Xeon Platinum 8253,Y,Y,4228,3575,3100,32,85,,,4000,16,LGA 3647-V3,125,Y,100,1.25,12600,19.7,2933,16.7,5768,17.09,1.0,2.0,4,1.65,4500,0.017779,5.278704,0.008555,-75.03739610067115,,Prefabs/Generic/CPU,Intel Xeon Platinum 8253
CPU,Intel,Xeon Platinum 8200,Xeon Platinum 8256,Y,Y,3065,2835,2425,33,10,,,3900,4,LGA 3647-V3,105,Y,100,1.25,9135,19.7,2933,16.7,5768,17.09,1.0,2.0,4,1.65,5800,0.012537,5.278704,0.008555,-64.44656858389261,,Prefabs/Generic/CPU,Intel Xeon Platinum 8256
CPU,Intel,Xeon Platinum 8200,Xeon Platinum 8260,Y,Y,5464,4400,3976,33,40,,,3900,24,LGA 3647-V3,165,Y,100,1.25,16285,19.7,2933,16.7,5768,17.09,1.0,2.0,4,1.65,4600,0.003517,5.278704,0.009055,-6.741779993288592,,Prefabs/Generic/CPU,Intel Xeon Platinum 8260
CPU,Intel,Xeon Platinum 8200,Xeon Platinum 8268,Y,Y,6035,4999,4439,33,65,,,3900,24,LGA 3647-V3,205,Y,100,1.25,17986,19.7,2933,16.7,5768,17.09,1.0,2.0,4,1.65,4800,0.003355,5.278704,0.009055,-0.4019263020134254,,Prefabs/Generic/CPU,Intel Xeon Platinum 8268
CPU,Intel,Xeon Platinum 8200,Xeon Platinum 8270,Y,Y,6485,5835,5339,33,90,,,4000,26,LGA 3647-V3,205,Y,100,1.25,19327,19.7,2933,16.7,5768,17.09,1.0,2.0,4,1.65,4700,0.003383,5.378704,0.010055,0.3175736979865853,,Prefabs/Generic/CPU,Intel Xeon Platinum 8270
CPU,Intel,Xeon Platinum 8200,Xeon Platinum 8276,Y,Y,6793,6175,5650,34,15,,,3900,28,LGA 3647-V3,165,Y,100,1.25,20245,19.7,2933,16.7,5768,17.09,1.0,2.0,4,1.65,4900,0.008525,5.378704,0.010055,-16.317389389261745,,Prefabs/Generic/CPU,Intel Xeon Platinum 8276
CPU,Intel,Xeon Platinum 8200,Xeon Platinum 8280,Y,Y,6995,6585,6065,34,40,,,4000,28,LGA 3647-V3,205,Y,100,1.25,20847,19.7,2933,16.7,5768,17.09,1.0,2.0,4,1.65,5100,0.007683,5.578704,0.011055,-15.514755161073822,,Prefabs/Generic/CPU,Intel Xeon Platinum 8280
CPU,Intel,Xeon Platinum 8200,Xeon Platinum 8284,Y,Y,7167,7035,6485,34,65,,,4000,28,LGA 3647-V3,205,Y,100,1.25,21360,19.7,2933,16.7,5768,17.09,1.0,2.0,4,1.65,5300,0.010914,5.878704,0.013655,-35.54307865100671,,Prefabs/Generic/CPU,Intel Xeon Platinum 8284
CPU,Intel,Xeon Platinum 8200 (2P),Xeon Platinum 8253 (2P),Y,Y,6418,7150,6200,33,85,,,4000,32,LGA 3647-V3 (2P),250,Y,100,1.25,19126,19.7,2933,16.7,5768,17.09,1.0,4.0,4,1.65,4300,0.017779,5.278704,0.008555,-53.13873838255034,,Prefabs/Generic/CPU,Intel Xeon Platinum 8253 (2P)
CPU,Intel,Xeon Platinum 8200 (2P),Xeon Platinum 8256 (2P),Y,Y,4653,5670,4850,34,10,,,3900,8,LGA 3647-V3 (2P),210,Y,100,1.25,13866,19.7,2933,16.7,5768,17.09,1.0,4.0,4,1.65,5600,0.012537,5.278704,0.008555,-48.567608852349,,Prefabs/Generic/CPU,Intel Xeon Platinum 8256 (2P)
CPU,Intel,Xeon Platinum 8200 (2P),Xeon Platinum 8260 (2P),Y,Y,8295,8800,7952,34,40,,,3900,48,LGA 3647-V3 (2P),330,Y,100,1.25,24720,19.7,2933,16.7,5768,17.09,1.0,4.0,4,1.65,4400,0.003517,5.278704,0.009055,21.565703228187907,,Prefabs/Generic/CPU,Intel Xeon Platinum 8260 (2P)
CPU,Intel,Xeon Platinum 8200 (2P),Xeon Platinum 8268 (2P),Y,Y,9161,9998,8878,34,65,,,3900,48,LGA 3647-V3 (2P),410,Y,100,1.25,27302,19.7,2933,16.7,5768,17.09,1.0,4.0,4,1.65,4600,0.003355,5.278704,0.009055,30.862328731543606,,Prefabs/Generic/CPU,Intel Xeon Platinum 8268 (2P)
CPU,Intel,Xeon Platinum 8200 (2P),Xeon Platinum 8270 (2P),Y,Y,9845,11670,10678,34,90,,,4000,52,LGA 3647-V3 (2P),410,Y,100,1.25,29338,19.7,2933,16.7,5768,17.09,1.0,4.0,4,1.65,4500,0.003383,5.378704,0.010055,33.91282873154363,,Prefabs/Generic/CPU,Intel Xeon Platinum 8270 (2P)
CPU,Intel,Xeon Platinum 8200 (2P),Xeon Platinum 8276 (2P),Y,Y,10312,12350,11300,35,15,,,3900,56,LGA 3647-V3 (2P),330,Y,100,1.25,30731,19.7,2933,16.7,5768,17.09,1.0,4.0,4,1.65,4700,0.008525,5.378704,0.010055,18.87358376510069,,Prefabs/Generic/CPU,Intel Xeon Platinum 8276 (2P)
CPU,Intel,Xeon Platinum 8200 (2P),Xeon Platinum 8280 (2P),Y,Y,10619,13170,12130,35,40,,,4000,56,LGA 3647-V3 (2P),410,Y,100,1.25,31645,19.7,2933,16.7,5768,17.09,1.0,4.0,4,1.65,4900,0.007683,5.578704,0.011055,20.722647523489925,,Prefabs/Generic/CPU,Intel Xeon Platinum 8280 (2P)
CPU,Intel,Xeon Platinum 8200 (2P),Xeon Platinum 8284 (2P),Y,Y,10880,14070,12970,35,65,,,4000,56,LGA 3647-V3 (2P),410,Y,100,1.25,32424,19.7,2933,16.7,5768,17.09,1.0,4.0,4,1.65,5100,0.010914,5.878704,0.013655,1.586048865771808,,Prefabs/Generic/CPU,Intel Xeon Platinum 8284 (2P)
CPU,Intel,Xeon Platinum 8200 (4P),Xeon Platinum 8253 (4P),Y,Y,9159,14300,12400,34,85,,,4000,64,LGA 3647-V3 (4P),500,Y,100,1.25,27294,19.7,2933,16.7,5768,17.09,0.0,8.0,4,1.65,4000,0.017779,5.278704,0.008555,-25.73162428859061,,Prefabs/Generic/CPU,Intel Xeon Platinum 8253 (4P)
CPU,Intel,Xeon Platinum 8200 (4P),Xeon Platinum 8256 (4P),Y,Y,6640,11340,9700,35,10,,,3900,16,LGA 3647-V3 (4P),420,Y,100,1.25,19788,19.7,2933,16.7,5768,17.09,0.0,8.0,4,1.65,3900,0.012537,5.278704,0.008555,-28.697451134228203,,Prefabs/Generic/CPU,Intel Xeon Platinum 8256 (4P)
CPU,Intel,Xeon Platinum 8200 (4P),Xeon Platinum 8260 (4P),Y,Y,11837,17600,15904,35,40,,,3900,96,LGA 3647-V3 (4P),660,Y,100,1.25,35276,19.7,2933,16.7,5768,17.09,0.0,8.0,4,1.65,3900,0.003517,5.278704,0.009055,56.98831061073823,,Prefabs/Generic/CPU,Intel Xeon Platinum 8260 (4P)
CPU,Intel,Xeon Platinum 8200 (4P),Xeon Platinum 8268 (4P),Y,Y,13074,19996,17756,35,65,,,3900,96,LGA 3647-V3 (4P),820,Y,100,1.25,38961,19.7,2933,16.7,5768,17.09,0.0,8.0,4,1.65,3900,0.003355,5.278704,0.009055,69.98489651677852,,Prefabs/Generic/CPU,Intel Xeon Platinum 8268 (4P)
CPU,Intel,Xeon Platinum 8200 (4P),Xeon Platinum 8270 (4P),Y,Y,14049,23340,21356,35,90,,,4000,104,LGA 3647-V3 (4P),820,Y,100,1.25,41866,19.7,2933,16.7,5768,17.09,0.0,8.0,4,1.65,4000,0.003383,5.378704,0.010055,75.95229651677855,,Prefabs/Generic/CPU,Intel Xeon Platinum 8270 (4P)
CPU,Intel,Xeon Platinum 8200 (4P),Xeon Platinum 8276 (4P),Y,Y,14716,24700,22600,36,15,,,3900,112,LGA 3647-V3 (4P),660,Y,100,1.25,43854,19.7,2933,16.7,5768,17.09,0.0,8.0,4,1.65,3900,0.008525,5.378704,0.010055,62.909855577181204,,Prefabs/Generic/CPU,Intel Xeon Platinum 8276 (4P)
CPU,Intel,Xeon Platinum 8200 (4P),Xeon Platinum 8280 (4P),Y,Y,15153,26340,24260,36,40,,,4000,112,LGA 3647-V3 (4P),820,Y,100,1.25,45158,19.7,2933,16.7,5768,17.09,0.0,8.0,4,1.65,4000,0.007683,5.578704,0.011055,66.06837034228187,,Prefabs/Generic/CPU,Intel Xeon Platinum 8280 (4P)
CPU,Intel,Xeon Platinum 8200 (4P),Xeon Platinum 8284 (4P),Y,Y,15526,28140,25940,36,65,,,4000,112,LGA 3647-V3 (4P),820,Y,100,1.25,46270,19.7,2933,16.7,5768,17.09,0.0,8.0,4,1.65,4000,0.010914,5.878704,0.013655,48.04763275838926,,Prefabs/Generic/CPU,Intel Xeon Platinum 8284 (4P)
CPU,Intel,Xeon Platinum 8200 (8P),Xeon Platinum 8253 (8P),Y,Y,10952,28600,24800,34,85,,,4000,128,LGA 3647-V3 (8P),1000,Y,100,1.25,32637,19.7,2933,16.7,5768,17.09,0.0,16.0,4,1.65,4000,0.017779,5.278704,0.008555,-7.79987932214766,,Prefabs/Generic/CPU,Intel Xeon Platinum 8253 (8P)
CPU,Intel,Xeon Platinum 8200 (8P),Xeon Platinum 8256 (8P),Y,Y,7940,22680,19400,35,10,,,3900,32,LGA 3647-V3 (8P),840,Y,100,1.25,23662,19.7,2933,16.7,5768,17.09,0.0,16.0,4,1.65,3900,0.012537,5.278704,0.008555,-15.696936033557051,,Prefabs/Generic/CPU,Intel Xeon Platinum 8256 (8P)
CPU,Intel,Xeon Platinum 8200 (8P),Xeon Platinum 8260 (8P),Y,Y,14155,35200,31808,35,40,,,3900,192,LGA 3647-V3 (8P),1320,Y,100,1.25,42183,19.7,2933,16.7,5768,17.09,0.0,16.0,4,1.65,3900,0.003517,5.278704,0.009055,80.16437940268455,,Prefabs/Generic/CPU,Intel Xeon Platinum 8260 (8P)
CPU,Intel,Xeon Platinum 8200 (8P),Xeon Platinum 8268 (8P),Y,Y,15633,39992,35512,35,65,,,3900,192,LGA 3647-V3 (8P),1640,Y,100,1.25,46589,19.7,2933,16.7,5768,17.09,0.0,16.0,4,1.65,3900,0.003355,5.278704,0.009055,95.58175087919463,,Prefabs/Generic/CPU,Intel Xeon Platinum 8268 (8P)
CPU,Intel,Xeon Platinum 8200 (8P),Xeon Platinum 8270 (8P),Y,Y,16799,46680,42712,35,90,,,4000,208,LGA 3647-V3 (8P),1640,Y,100,1.25,50062,19.7,2933,16.7,5768,17.09,0.0,16.0,4,1.65,4000,0.003383,5.378704,0.010055,103.45760087919463,,Prefabs/Generic/CPU,Intel Xeon Platinum 8270 (8P)
CPU,Intel,Xeon Platinum 8200 (8P),Xeon Platinum 8276 (8P),Y,Y,17597,49400,45200,36,15,,,3900,224,LGA 3647-V3 (8P),1320,Y,100,1.25,52440,19.7,2933,16.7,5768,17.09,0.0,16.0,4,1.65,3900,0.008525,5.378704,0.010055,91.72161564429531,,Prefabs/Generic/CPU,Intel Xeon Platinum 8276 (8P)
CPU,Intel,Xeon Platinum 8200 (8P),Xeon Platinum 8280 (8P),Y,Y,18120,52680,48520,36,40,,,4000,224,LGA 3647-V3 (8P),1640,Y,100,1.25,53999,19.7,2933,16.7,5768,17.09,0.0,16.0,4,1.65,4000,0.007683,5.578704,0.011055,95.73686933557047,,Prefabs/Generic/CPU,Intel Xeon Platinum 8280 (8P)
CPU,Intel,Xeon Platinum 8200 (8P),Xeon Platinum 8284 (8P),Y,Y,18566,56280,51880,36,65,,,4000,224,LGA 3647-V3 (8P),1640,Y,100,1.25,55328,19.7,2933,16.7,5768,17.09,0.0,16.0,4,1.65,4000,0.010914,5.878704,0.013655,78.44620993959731,,Prefabs/Generic/CPU,Intel Xeon Platinum 8284 (8P)
CPU,Intel,Xeon Platinum 8300,Xeon Platinum 8358,Y,Y,7422,10999,9999,38,1,,,3400,32,LGA 4189,250,Y,100,1.25,22118,19.7,2933,16.7,5768,17.09,1.0,2.0,4,1.75,4800,0.040374,7.778704,0.020859,-155.34103078523492,,Prefabs/Generic/CPU,Intel Xeon Platinum 8358
CPU,Intel,Xeon Platinum 8300,Xeon Platinum 8362,Y,Y,7756,11199,10299,38,35,,,3600,32,LGA 4189,265,Y,100,1.25,23115,19.7,2933,16.7,5768,17.09,1.0,2.0,4,1.75,4900,0.044186,7.878704,0.020859,-174.19674890604028,,Prefabs/Generic/CPU,Intel Xeon Platinum 8362
CPU,Intel,Xeon Platinum 8300,Xeon Platinum 8368,Y,Y,9328,11599,10699,38,75,,,3400,38,LGA 4189,270,Y,100,1.25,27799,19.7,2933,16.7,5768,17.09,1.0,2.0,4,1.75,4600,0.072499,7.978704,0.020859,-246.30227239597315,,Prefabs/Generic/CPU,Intel Xeon Platinum 8368
CPU,Intel,Xeon Platinum 8300,Xeon Platinum 8380,Y,Y,9753,12399,11599,38,95,,,3400,40,LGA 4189,270,Y,100,1.25,29064,19.7,2933,16.7,5768,17.09,1.0,2.0,4,1.75,4600,0.077761,8.278704,0.021859,-264.0844616577181,,Prefabs/Generic/CPU,Intel Xeon Platinum 8380
CPU,Intel,Xeon Platinum 8300 (2P),Xeon Platinum 8358 (2P),Y,Y,11266,21998,19998,39,1,,,3400,64,LGA 4189 (2P),500,Y,100,1.25,33575,19.7,2933,16.7,5768,17.09,1.0,4.0,4,1.75,4600,0.040374,7.778704,0.020859,-116.89766165771812,,Prefabs/Generic/CPU,Intel Xeon Platinum 8358 (2P)
CPU,Intel,Xeon Platinum 8300 (2P),Xeon Platinum 8362 (2P),Y,Y,11774,22398,20598,39,35,,,3600,64,LGA 4189 (2P),530,Y,100,1.25,35088,19.7,2933,16.7,5768,17.09,1.0,4.0,4,1.75,4700,0.044186,7.878704,0.020859,-134.01698380536914,,Prefabs/Generic/CPU,Intel Xeon Platinum 8362 (2P)
CPU,Intel,Xeon Platinum 8300 (2P),Xeon Platinum 8368 (2P),Y,Y,14160,23198,21398,39,75,,,3400,76,LGA 4189 (2P),540,Y,100,1.25,42198,19.7,2933,16.7,5768,17.09,1.0,4.0,4,1.75,4400,0.072499,7.978704,0.020859,-197.98387642281875,,Prefabs/Generic/CPU,Intel Xeon Platinum 8368 (2P)
CPU,Intel,Xeon Platinum 8300 (2P),Xeon Platinum 8380 (2P),Y,Y,14805,24798,23198,39,95,,,3400,80,LGA 4189 (2P),540,Y,100,1.25,44119,19.7,2933,16.7,5768,17.09,1.0,4.0,4,1.75,4400,0.077761,8.278704,0.021859,-213.5638173624161,,Prefabs/Generic/CPU,Intel Xeon Platinum 8380 (2P)
CPU,Intel,Xeon Platinum 9200,Xeon Platinum 9221,Y,Y,7838,16000,13485,28,15,,,3700,32,LGA 5903,250,Y,100,1.35,23359,19.7,2933,16.7,5768,17.09,1.0,3.0,4,1.75,4800,0.023914,5.878704,0.017655,-85.38946925503356,,Prefabs/Generic/CPU,Intel Xeon Platinum 9221
CPU,Intel,Xeon Platinum 9200,Xeon Platinum 9222,Y,Y,7773,17500,14685,28,95,,,3700,32,LGA 5903,250,Y,100,1.35,23166,19.7,2933,16.7,5768,17.09,1.0,3.0,4,1.75,5000,0.034514,5.878704,0.017655,-125.26047596644295,,Prefabs/Generic/CPU,Intel Xeon Platinum 9222
CPU,Intel,Xeon Platinum 9200,Xeon Platinum 9242,Y,Y,8868,20000,17185,29,65,,,3800,48,LGA 5903,350,Y,100,1.35,26428,19.7,2933,16.7,5768,17.09,1.0,4.0,4,1.75,5000,0.043914,5.878704,0.017655,-153.48221153691276,,Prefabs/Generic/CPU,Intel Xeon Platinum 9242
CPU,Intel,Xeon Platinum 9200,Xeon Platinum 9282,Y,Y,9531,24500,21695,30,85,,,3800,56,LGA 5903,400,Y,100,1.35,28404,19.7,2933,16.7,5768,17.09,1.0,4.0,4,1.75,5200,0.057014,5.878704,0.017655,-196.63469475838926,,Prefabs/Generic/CPU,Intel Xeon Platinum 9282
CPU,Intel,Xeon Platinum 9200 (2P),Xeon Platinum 9221 (2P),Y,Y,11898,32000,26970,29,15,,,3700,64,LGA 5903 (2P),500,Y,100,1.35,35458,19.7,2933,16.7,5768,17.09,1.0,6.0,4,1.75,4600,0.023914,5.878704,0.017655,-44.7889256308725,,Prefabs/Generic/CPU,Intel Xeon Platinum 9221 (2P)
CPU,Intel,Xeon Platinum 9200 (2P),Xeon Platinum 9222 (2P),Y,Y,11800,35000,29370,29,95,,,3700,64,LGA 5903 (2P),500,Y,100,1.35,35165,19.7,2933,16.7,5768,17.09,1.0,6.0,4,1.75,4800,0.034514,5.878704,0.017655,-84.99205985906042,,Prefabs/Generic/CPU,Intel Xeon Platinum 9222 (2P)
CPU,Intel,Xeon Platinum 9200 (2P),Xeon Platinum 9242 (2P),Y,Y,13462,40000,34370,30,65,,,3800,96,LGA 5903 (2P),700,Y,100,1.35,40117,19.7,2933,16.7,5768,17.09,1.0,8.0,4,1.75,4800,0.043914,5.878704,0.017655,-107.5469632147651,,Prefabs/Generic/CPU,Intel Xeon Platinum 9242 (2P)
CPU,Intel,Xeon Platinum 9200 (2P),Xeon Platinum 9282 (2P),Y,Y,14468,49000,43390,31,85,,,3800,112,LGA 5903 (2P),800,Y,100,1.35,43117,19.7,2933,16.7,5768,17.09,1.0,8.0,4,1.75,5000,0.057014,5.878704,0.017655,-147.2612987852349,,Prefabs/Generic/CPU,Intel Xeon Platinum 9282 (2P)
CPU,Intel,Xeon Platinum 9300,Xeon Platinum 9321,Y,Y,9155,22350,18365,32,35,,,3900,48,LGA 5903,300,Y,100,1.35,27284,19.7,2933,16.7,5768,17.09,1.0,4.0,4,1.8,5000,0.056777,8.278704,0.030859,-253.49751602013424,,Prefabs/Generic/CPU,Intel Xeon Platinum 9321
CPU,Intel,Xeon Platinum 9300,Xeon Platinum 9322,Y,Y,9295,22350,18365,33,65,,,4000,48,LGA 5903,325,Y,100,1.35,27700,19.7,2933,16.7,5768,17.09,1.0,4.0,4,1.8,5100,0.056777,8.278704,0.030859,-257.7775160201342,,Prefabs/Generic/CPU,Intel Xeon Platinum 9322
CPU,Intel,Xeon Platinum 9300,Xeon Platinum 9342,Y,Y,10088,25500,20585,34,85,,,4000,56,LGA 5903,450,Y,100,1.35,30063,19.7,2933,16.7,5768,17.09,1.0,4.0,4,1.8,4800,0.103977,8.278704,0.030859,-438.64971266442956,,Prefabs/Generic/CPU,Intel Xeon Platinum 9342
CPU,Intel,Xeon Platinum 9300,Xeon Platinum 9382,Y,Y,10492,28650,23735,35,65,,,3800,64,LGA 5903,525,Y,100,1.35,31268,19.7,2933,16.7,5768,17.09,1.0,4.0,4,1.8,4800,0.097699,8.278704,0.030859,-389.9542885033557,,Prefabs/Generic/CPU,Intel Xeon Platinum 9382
CPU,Intel,Xeon Platinum 9300,Xeon Platinum 9384,Y,Y,12080,31500,26535,36,95,,,4100,64,LGA 5903,575,Y,100,1.35,35999,19.7,2933,16.7,5768,17.09,1.0,4.0,4,1.8,5200,0.094229,8.278704,0.033859,-397.95779387248325,,Prefabs/Generic/CPU,Intel Xeon Platinum 9384
CPU,Intel,Xeon Platinum 9300 (2P),Xeon Platinum 9321 (2P),Y,Y,13898,44700,36730,33,35,,,3900,96,LGA 5903 (2P),600,Y,100,1.35,41417,19.7,2933,16.7,5768,17.09,1.0,8.0,4,1.8,4800,0.056777,8.278704,0.030859,-206.07096568456376,,Prefabs/Generic/CPU,Intel Xeon Platinum 9321 (2P)
