Part Type,Manufacturer,Part Name,HEM,In Shop,Price,Sell Price,Level,Level %,Steam Version,Platform Lock,Lighting,Type,No Fan,Air Flow,AM4,LGA 1151 (Skylake),LGA 1151 (Kaby Lake),LGA 1151 (Coffee Lake),LGA 1200,TR4,sTRX4,LGA 2066,AM3+,FM2,FM2+,LGA 2011-V3,LGA 2566,LGA 3647-V1,LGA 3647-V3,LGA 4189,LGA 4189 (2P),LGA 4926,LGA 5903,SP3r1,SP3r2,SP6,LGA 3647-V3 (2P),LGA 3647-V3 (4P),LGA 3647-V3 (8P),LGA 4926 (2P),LGA 5903 (2P),SP3r1 (2P),SP3r2 (2P),SP6 (2P),CPU Socket List,CPU Socket List (HEM),Height,Size,Slots,Thickness,Air Pressure,DLC2 Random Jobs,Exclude From Random Jobs,Asset Path,Full Part Name
CPU Cooler - Air,be quiet!,Shadow Rock Slim 2X,Y,Y,100,34,23,30,,,,Air Cooler,,140.0,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,,,,,,"LGA 3647-V3 (2P), LGA 4189 (2P), LGA 4926 (2P),",161,,,,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_SHADOWROCKSLIM,be quiet! Shadow Rock Slim 2X
CPU Cooler - Air,be quiet!,Shadow Rock Slim 4X,Y,Y,200,68,23,30,,,,Air Cooler,,280.0,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,"LGA 3647-V3 (4P),",161,,,,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_SHADOWROCKSLIM,be quiet! Shadow Rock Slim 4X
CPU Cooler - Air,be quiet!,Shadow Rock Slim 8X,Y,Y,400,136,23,35,,,,Air Cooler,,560.0,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,"LGA 3647-V3 (8P),",161,,,,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_SHADOWROCKSLIM,be quiet! Shadow Rock Slim 8X
CPU Cooler - Air,be quiet!,Shadow Rock TF 2,,Y,45,15,23,30,1.1,,,Air Cooler,,50.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",112,,,,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_SHADOWROCKTF2,be quiet! Shadow Rock TF 2
CPU Cooler - Air,be quiet!,Shadow Rock TF 2 2X,Y,Y,90,30,23,30,,,,Air Cooler,,100.0,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,,,,,,"LGA 3647-V3 (2P), LGA 4189 (2P), LGA 4926 (2P),",112,,,,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_SHADOWROCKTF2,be quiet! Shadow Rock TF 2 2X
CPU Cooler - Air,be quiet!,Shadow Rock TF 2 4X,Y,Y,180,60,23,30,,,,Air Cooler,,200.0,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,"LGA 3647-V3 (4P),",112,,,,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_SHADOWROCKTF2,be quiet! Shadow Rock TF 2 4X
CPU Cooler - Air,be quiet!,Shadow Rock TF 2 8X,Y,Y,360,120,23,35,,,,Air Cooler,,400.0,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,"LGA 3647-V3 (8P),",112,,,,,,,Prefabs/CoolingSystems/AirCoolers/Bequiet/AC_bequiet_SHADOWROCKTF2,be quiet! Shadow Rock TF 2 8X
CPU Cooler - Air,Cooler Master,Hyper 212 Black,,Y,45,15,33,1,1.15,PC,,Air Cooler,,42.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,",158,,,,2.9,,,v1_15_0/Prefabs/CoolerSystems/AirCoolers/CoolerMaster/AC_Cooler_Master_Hyper_212_Black_Edition_1_FAN,Cooler Master Hyper 212 Black
CPU Cooler - Air,Cooler Master,Hyper 212 Black Dual Fan Edition,,Y,55,18,33,1,1.15,PC,,Air Cooler,,57.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,",158,,,,2.9,,,v1_15_0/Prefabs/CoolerSystems/AirCoolers/CoolerMaster/AC_Cooler_Master_Hyper_212_Black_Edition_2_FAN,Cooler Master Hyper 212 Black Dual Fan Edition
CPU Cooler - Air,Cooler Master,Hyper 212 EVO V2,,Y,50,17,33,1,1.15,PC,,Air Cooler,,50.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,",155,,,,2.52,,,v1_15_0/Prefabs/CoolerSystems/AirCoolers/CoolerMaster/AC_Cooler_Master_Hyper_212_EVO_V2,Cooler Master Hyper 212 EVO V2
CPU Cooler - Air,Cooler Master,Hyper 212 LED Turbo,,Y,45,15,8,33,1.0,,Red,Air Cooler,,66.3,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, SP3r1, SP3r2, SP6,",163,,,,1.7,,,Prefabs/CoolingSystems/AirCoolers/CoolerMaster/CoolerMaster_Hyper_212_LED,Cooler Master Hyper 212 LED Turbo
CPU Cooler - Air,Cooler Master,Hyper 212 LED Turbo (White Edition),,Y,45,15,8,33,1.10,PC,White,Air Cooler,,66.3,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, SP3r1, SP3r2, SP6,",163,,,,1.7,,,v1_10_0/Prefabs/CoolingSystems/AirCoolers/CoolerMaster/AC_CoolerMaster_Hyper_212_LED_Turbo_WhiteEdition,Cooler Master Hyper 212 LED Turbo (White Edition)
CPU Cooler - Air,Cooler Master,Hyper 212 LED Turbo (White Edition) 2X,Y,Y,90,30,16,1,,,White,Air Cooler,,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,"SP3r1 (2P), SP3r2 (2P), SP6 (2P),",163,,,,1.7,,,v1_10_0/Prefabs/CoolingSystems/AirCoolers/CoolerMaster/AC_CoolerMaster_Hyper_212_LED_Turbo_WhiteEdition,Cooler Master Hyper 212 LED Turbo (White Edition) 2X
CPU Cooler - Air,Cooler Master,Hyper 212 LED Turbo 2X,Y,Y,90,30,16,1,,,Red,Air Cooler,,132.0,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,,Y,Y,Y,,"LGA 3647-V3 (2P), LGA 4189 (2P), LGA 4926 (2P), SP3r1 (2P), SP3r2 (2P), SP6 (2P),",163,,,,1.7,,,Prefabs/CoolingSystems/AirCoolers/CoolerMaster/CoolerMaster_Hyper_212_LED,Cooler Master Hyper 212 LED Turbo 2X
CPU Cooler - Air,Cooler Master,Hyper 212 LED Turbo 4X,Y,Y,180,60,18,95,,,Red,Air Cooler,,265.0,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,"LGA 3647-V3 (4P),",163,,,,1.7,,,Prefabs/CoolingSystems/AirCoolers/CoolerMaster/CoolerMaster_Hyper_212_LED,Cooler Master Hyper 212 LED Turbo 4X
CPU Cooler - Air,Cooler Master,Hyper 212 LED Turbo 8X,Y,Y,360,120,23,35,,,Red,Air Cooler,,530.0,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,"LGA 3647-V3 (8P),",163,,,,1.7,,,Prefabs/CoolingSystems/AirCoolers/CoolerMaster/CoolerMaster_Hyper_212_LED,Cooler Master Hyper 212 LED Turbo 8X
CPU Cooler - Air,Cooler Master,Hyper 212 RGB Black Dual Fan Edition,,Y,60,20,33,1,1.15,PC,RGB,Air Cooler,,57.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,",159,,,,2.0,,,v1_15_0/Prefabs/CoolerSystems/AirCoolers/CoolerMaster/AC_Cooler_Master_Hyper_212_RGB_Black_Edition_FAN_2,Cooler Master Hyper 212 RGB Black Dual Fan Edition
CPU Cooler - Air,Cooler Master,Hyper 212 RGB Black Edition,,Y,50,17,33,1,1.15,PC,RGB,Air Cooler,,42.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,",159,,,,2.0,,,v1_15_0/Prefabs/CoolerSystems/AirCoolers/CoolerMaster/AC_Cooler_Master_Hyper_212_RGB_Black_Edition_FAN_1,Cooler Master Hyper 212 RGB Black Edition
CPU Cooler - Air,Cooler Master,MasterAir MA610P,,Y,70,23,8,66,1.0,,RGB,Air Cooler,,53.38,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, SP3r1, SP3r2, SP6,",166,,,,1.65,,,Prefabs/CoolingSystems/AirCoolers/CoolerMaster/CoolerMaster_MasterAirMA610P,Cooler Master MasterAir MA610P
CPU Cooler - Air,Cooler Master,MasterAir MA610P 2X,Y,Y,140,46,16,1,,,RGB,Air Cooler,,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,"SP3r1 (2P), SP3r2 (2P), SP6 (2P),",166,,,,1.65,,,Prefabs/CoolingSystems/AirCoolers/CoolerMaster/CoolerMaster_MasterAirMA610P,Cooler Master MasterAir MA610P 2X
CPU Cooler - Air,Cooler Master,MasterAir Pro 4,,Y,50,17,7,26,1.0,,,Air Cooler,,66.7,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",159,,,,2.34,,,Prefabs/CoolingSystems/AirCoolers/CoolerMaster/CoolerMaster_MasterAir_Pro_4,Cooler Master MasterAir Pro 4
CPU Cooler - Air,Cooler Master,MasterAir Pro 4 2X,Y,Y,100,34,16,1,,,,Air Cooler,,133.0,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,,,,,,"LGA 3647-V3 (2P), LGA 4189 (2P), LGA 4926 (2P),",159,,,,2.34,,,Prefabs/CoolingSystems/AirCoolers/CoolerMaster/CoolerMaster_MasterAir_Pro_4,Cooler Master MasterAir Pro 4 2X
CPU Cooler - Air,Cooler Master,MasterAir Pro 4 4X,Y,Y,200,68,18,95,,,,Air Cooler,,266.0,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,"LGA 3647-V3 (4P),",159,,,,2.34,,,Prefabs/CoolingSystems/AirCoolers/CoolerMaster/CoolerMaster_MasterAir_Pro_4,Cooler Master MasterAir Pro 4 4X
CPU Cooler - Air,Cooler Master,MasterAir Pro 4 8X,Y,Y,400,136,23,35,,,,Air Cooler,,533.0,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,"LGA 3647-V3 (8P),",159,,,,2.34,,,Prefabs/CoolingSystems/AirCoolers/CoolerMaster/CoolerMaster_MasterAir_Pro_4,Cooler Master MasterAir Pro 4 8X
CPU Cooler - Air,CORSAIR,A500 Dual Fan,,Y,100,33,21,1,1.8,PC,,Air Cooler,,100.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",169,,,,1.25,,,v1_8_0/Prefabs/CoolingSystems/AirCoolers/Corsair/AC_Corsair_A500_DualFan,CORSAIR A500 Dual Fan
CPU Cooler - Air,CORSAIR,A500 Dual Fan (Rev 2.0),Y,Y,165,33,23,1,,PC,,Air Cooler,,145.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,,,,,,,,,,"LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), TR4, LGA 2066, LGA 2566, AM4, sTRX4, LGA 2011-V3, FM2+, FM2, LGA 1200, AM3+, SP3r1, SP3r2, SP6, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, LGA 5903,",169,,,,1.25,,,v1_8_0/Prefabs/CoolingSystems/AirCoolers/Corsair/AC_Corsair_A500_DualFan,CORSAIR A500 Dual Fan (Rev 2.0)
CPU Cooler - Air,Cryorig,C1,,Y,65,22,13,25,1.0,,,Air Cooler,,65.0,Y,Y,Y,Y,Y,,,,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3,",74,,,,1.49,,,Prefabs/CoolingSystems/AirCoolers/Cryorig/C1,Cryorig C1
CPU Cooler - Air,Cryorig,C2,Y,Y,185,95,21,25,,,,Air Cooler,,100.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,,,,,,,,,,"LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), TR4, LGA 2066, LGA 2566, AM4, sTRX4, LGA 2011-V3, FM2+, FM2, LGA 1200, AM3+, SP3r1, SP3r2, SP6, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, LGA 5903,",74,,,,1.85,,,Prefabs/CoolingSystems/AirCoolers/Cryorig/C1,Cryorig C2
CPU Cooler - Air,Cryorig,C7,,Y,30,10,4,50,1.0,,,Air Cooler,,40.5,Y,Y,Y,Y,Y,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200,",47,,,,2.8,,,Prefabs/CoolingSystems/AirCoolers/Cryorig/C7,Cryorig C7
CPU Cooler - Air,Cryorig,C7 RGB,,Y,70,23,4,50,1.10,,RGB,Air Cooler,,40.5,Y,Y,Y,Y,Y,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200,",47,,,,2.8,,,v1_10_0/Prefabs/CoolingSystems/AirCoolers/Cryorig/AC_Cryorig_C7_RGB,Cryorig C7 RGB
CPU Cooler - Air,Cryorig,H5 Ultimate,,Y,45,15,7,80,1.0,,,Air Cooler,,76.0,Y,Y,Y,Y,Y,,,,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3,",160,,,,1.44,,,Prefabs/CoolingSystems/AirCoolers/Cryorig/H5_Ultimate,Cryorig H5 Ultimate
CPU Cooler - Air,Cryorig,H5 Universal,,Y,45,15,7,10,1.0,,,Air Cooler,,65.0,Y,Y,Y,Y,Y,,,,Y,Y,Y,Y,,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",160,,,,1.49,,,Prefabs/CoolingSystems/AirCoolers/Cryorig/H5_Universal,Cryorig H5 Universal
CPU Cooler - Air,Cryorig,H5 Universal 2X,Y,Y,90,30,16,1,,,,Air Cooler,,130.0,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,,,,,,"LGA 3647-V3 (2P), LGA 4189 (2P), LGA 4926 (2P),",160,,,,1.49,,,Prefabs/CoolingSystems/AirCoolers/Cryorig/H5_Universal,Cryorig H5 Universal 2X
CPU Cooler - Air,Cryorig,H5 Universal 4X,Y,Y,180,60,18,95,,,,Air Cooler,,260.0,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,"LGA 3647-V3 (4P),",160,,,,1.49,,,Prefabs/CoolingSystems/AirCoolers/Cryorig/H5_Universal,Cryorig H5 Universal 4X
CPU Cooler - Air,Cryorig,H5 Universal 8X,Y,Y,360,120,23,35,,,,Air Cooler,,520.0,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,"LGA 3647-V3 (8P),",160,,,,1.49,,,Prefabs/CoolingSystems/AirCoolers/Cryorig/H5_Universal,Cryorig H5 Universal 8X
CPU Cooler - Air,Cryorig,H7,,Y,35,12,4,78,1.0,,,Air Cooler,,49.0,Y,Y,Y,Y,Y,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200,",145,,,,1.65,,,Prefabs/CoolingSystems/AirCoolers/Cryorig/H7,Cryorig H7
CPU Cooler - Air,Cryorig,H7 Quad Lumi,,Y,60,20,4,1,1.0,,RGB,Air Cooler,,49.0,Y,Y,Y,Y,Y,,,,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3,",145,,,,1.65,,,Prefabs/CoolingSystems/AirCoolers/Cryorig/H7_QL,Cryorig H7 Quad Lumi
CPU Cooler - Air,Cryorig,M9a,,Y,20,7,1,1,1.0,,,Air Cooler,,48.4,Y,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+,","AM3+, AM4, FM2, FM2+,",125,,,,3.1,,,Prefabs/CoolingSystems/AirCoolers/Cryorig/M9a,Cryorig M9a
CPU Cooler - Air,Cryorig,M9i,,Y,20,7,1,1,1.0,,,Air Cooler,,48.4,,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,"LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200,","LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200,",125,,,,3.1,,,Prefabs/CoolingSystems/AirCoolers/Cryorig/M9i,Cryorig M9i
CPU Cooler - Air,Cryorig,R1 Ultimate,,Y,90,30,11,50,1.0,,,Air Cooler,,76.0,Y,Y,Y,Y,Y,,,,Y,Y,Y,Y,,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",169,,,,1.44,,,Prefabs/CoolingSystems/AirCoolers/Cryorig/R1_Ultimate,Cryorig R1 Ultimate
CPU Cooler - Air,Cryorig,R1 Ultimate 2X,Y,Y,180,60,16,1,,,,Air Cooler,,152.0,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,,,,,,"LGA 3647-V3 (2P), LGA 4189 (2P), LGA 4926 (2P),",169,,,,1.44,,,Prefabs/CoolingSystems/AirCoolers/Cryorig/R1_Ultimate,Cryorig R1 Ultimate 2X
CPU Cooler - Air,Cryorig,R1 Ultimate 4X,Y,Y,360,120,18,95,,,,Air Cooler,,304.0,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,"LGA 3647-V3 (4P),",169,,,,1.44,,,Prefabs/CoolingSystems/AirCoolers/Cryorig/R1_Ultimate,Cryorig R1 Ultimate 4X
CPU Cooler - Air,Cryorig,R1 Ultimate 8X,Y,Y,720,240,23,35,,,,Air Cooler,,608.0,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,"LGA 3647-V3 (8P),",169,,,,1.44,,,Prefabs/CoolingSystems/AirCoolers/Cryorig/R1_Ultimate,Cryorig R1 Ultimate 8X
CPU Cooler - Air,Cryorig,R1 Universal,,Y,90,30,11,1,1.0,,,Air Cooler,,65.0,Y,Y,Y,Y,Y,,,,Y,Y,Y,Y,,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",169,,,,1.49,,,Prefabs/CoolingSystems/AirCoolers/Cryorig/R1_Universal,Cryorig R1 Universal
CPU Cooler - Air,Cryorig,R1 Universal 2X,Y,Y,180,60,16,1,,,,Air Cooler,,130.0,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,,,,,,"LGA 3647-V3 (2P), LGA 4189 (2P), LGA 4926 (2P),",169,,,,1.49,,,Prefabs/CoolingSystems/AirCoolers/Cryorig/R1_Universal,Cryorig R1 Universal 2X
CPU Cooler - Air,Cryorig,R1 Universal 4X,Y,Y,360,120,18,95,,,,Air Cooler,,260.0,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,"LGA 3647-V3 (4P),",169,,,,1.49,,,Prefabs/CoolingSystems/AirCoolers/Cryorig/R1_Universal,Cryorig R1 Universal 4X
CPU Cooler - Air,Cryorig,R1 Universal 8X,Y,Y,720,240,23,35,,,,Air Cooler,,520.0,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,"LGA 3647-V3 (8P),",169,,,,1.49,,,Prefabs/CoolingSystems/AirCoolers/Cryorig/R1_Universal,Cryorig R1 Universal 8X
CPU Cooler - Air,Cryorig,R2 Ultimate,Y,Y,120,30,14,50,,,,Air Cooler,,125.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,,,,,,,,,,"LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), TR4, LGA 2066, LGA 2566, AM4, sTRX4, LGA 2011-V3, FM2+, FM2, LGA 1200, AM3+, SP3r1, SP3r2, SP6, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, LGA 5903,",169,,,,2.0,,,Prefabs/CoolingSystems/AirCoolers/Cryorig/R1_Ultimate,Cryorig R2 Ultimate
