Part Type,Manufacturer,Part Name,HEM,In Shop,Price,Sell Price,Level,Level %,Steam Version,Platform Lock,Lighting,Size (GB),Frequency,RAM Type,Voltage,Size each (GB),Number,Price per GB,Part Name (Base),DLC2 Random Jobs,OC Base Voltage,OC Base Freq,Asset Path,Full Part Name
Memory,CORSAIR,Vengeance LPX (Red) 16 GB 2666 MHz,,Y,150,50,28,1,1.15,PC,,16,2666,DDR4,1.35,16,1,9.4,Vengeance LPX (Red),,1.65,2852,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_RED,CORSAIR Vengeance LPX (Red) 16 GB 2666 MHz
Memory,CORSAIR,Vengeance LPX (Red) 16 GB 3200 MHz,,Y,210,70,28,1,1.15,PC,,16,3200,DDR4,1.35,16,1,13.1,Vengeance LPX (Red),,1.65,3424,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_RED,CORSAIR Vengeance LPX (Red) 16 GB 3200 MHz
Memory,CORSAIR,Vengeance LPX (Red) 16 GB 3600 MHz,,Y,230,77,28,1,1.15,PC,,16,3600,DDR4,1.35,16,1,14.4,Vengeance LPX (Red),,1.65,3852,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_RED,CORSAIR Vengeance LPX (Red) 16 GB 3600 MHz
Memory,CORSAIR,Vengeance LPX (Red) 32 GB 2666 MHz,,Y,285,95,28,1,1.15,PC,,32,2666,DDR4,1.35,32,1,8.9,Vengeance LPX (Red),,1.65,2852,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_RED,CORSAIR Vengeance LPX (Red) 32 GB 2666 MHz
Memory,CORSAIR,Vengeance LPX (Red) 32 GB 3200 MHz,,Y,405,135,28,1,1.15,PC,,32,3200,DDR4,1.35,32,1,12.7,Vengeance LPX (Red),,1.65,3424,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_RED,CORSAIR Vengeance LPX (Red) 32 GB 3200 MHz
Memory,CORSAIR,Vengeance LPX (Red) 32 GB 3600 MHz,,Y,445,148,28,1,1.15,PC,,32,3600,DDR4,1.35,32,1,13.9,Vengeance LPX (Red),,1.65,3852,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_RED,CORSAIR Vengeance LPX (Red) 32 GB 3600 MHz
Memory,CORSAIR,Vengeance LPX (Red) 32 GB 3600 MHz,,,445,148,28,1,1.15,PC,,32,3600,DDR4,1.35,32,1,13.9,Vengeance LPX (Red),,1.65,3852,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_RED,CORSAIR Vengeance LPX (Red) 32 GB 3600 MHz
Memory,CORSAIR,Vengeance LPX (Red) 4 GB 2133 MHz,,Y,35,12,28,1,1.15,PC,,4,2133,DDR4,1.35,4,1,8.8,Vengeance LPX (Red),,1.65,2282,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_RED,CORSAIR Vengeance LPX (Red) 4 GB 2133 MHz
Memory,CORSAIR,Vengeance LPX (Red) 4 GB 2400 MHz,,Y,40,13,28,1,1.15,PC,,4,2400,DDR4,1.35,4,1,10.0,Vengeance LPX (Red),,1.65,2568,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_RED,CORSAIR Vengeance LPX (Red) 4 GB 2400 MHz
Memory,CORSAIR,Vengeance LPX (Red) 4 GB 2666 MHz,,Y,45,15,28,1,1.15,PC,,4,2666,DDR4,1.35,4,1,11.3,Vengeance LPX (Red),,1.65,2852,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_RED,CORSAIR Vengeance LPX (Red) 4 GB 2666 MHz
Memory,CORSAIR,Vengeance LPX (Red) 8 GB 2400 MHz,,Y,70,23,28,1,1.15,PC,,8,2400,DDR4,1.35,8,1,8.8,Vengeance LPX (Red),,1.65,2568,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_RED,CORSAIR Vengeance LPX (Red) 8 GB 2400 MHz
Memory,CORSAIR,Vengeance LPX (Red) 8 GB 2666 MHz,,Y,80,27,28,1,1.15,PC,,8,2666,DDR4,1.35,8,1,10.0,Vengeance LPX (Red),,1.65,2852,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_RED,CORSAIR Vengeance LPX (Red) 8 GB 2666 MHz
Memory,CORSAIR,Vengeance LPX (Red) 8 GB 2933 MHz,,Y,96,32,28,1,1.15,PC,,8,2933,DDR4,1.35,8,1,12.0,Vengeance LPX (Red),,1.65,3138,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_RED,CORSAIR Vengeance LPX (Red) 8 GB 2933 MHz
Memory,CORSAIR,Vengeance LPX (Red) 8 GB 3200 MHz,,Y,110,37,28,1,1.15,PC,,8,3200,DDR4,1.35,8,1,13.8,Vengeance LPX (Red),,1.65,3424,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_RED,CORSAIR Vengeance LPX (Red) 8 GB 3200 MHz
Memory,CORSAIR,Vengeance LPX (Red) 8 GB 3600 MHz,,Y,120,40,28,1,1.15,PC,,8,3600,DDR4,1.35,8,1,15.0,Vengeance LPX (Red),,1.65,3852,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_RED,CORSAIR Vengeance LPX (Red) 8 GB 3600 MHz
Memory,CORSAIR,Vengeance LPX (Red) 8 GB 4000 MHz,,Y,140,47,28,1,1.15,PC,,8,4000,DDR4,1.35,8,1,17.5,Vengeance LPX (Red),,1.65,4280,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_RED,CORSAIR Vengeance LPX (Red) 8 GB 4000 MHz
Memory,CORSAIR,Vengeance LPX (Red) 8 GB 4333 MHz,,Y,200,67,28,1,1.15,PC,,8,4333,DDR4,1.35,8,1,25.0,Vengeance LPX (Red),,1.65,4636,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_RED,CORSAIR Vengeance LPX (Red) 8 GB 4333 MHz
Memory,CORSAIR,Vengeance LPX (White) 16 GB 2666 MHz,,Y,150,50,28,1,1.15,PC,,16,2666,DDR4,1.35,16,1,9.4,Vengeance LPX (White),,1.65,2852,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_WHITE,CORSAIR Vengeance LPX (White) 16 GB 2666 MHz
Memory,CORSAIR,Vengeance LPX (White) 16 GB 3000 MHz,,Y,190,63,28,1,1.15,PC,,16,3000,DDR4,1.35,16,1,11.9,Vengeance LPX (White),,1.65,3210,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_WHITE,CORSAIR Vengeance LPX (White) 16 GB 3000 MHz
Memory,CORSAIR,Vengeance LPX (White) 16 GB 3200 MHz,,Y,210,70,28,1,1.15,PC,,16,3200,DDR4,1.35,16,1,13.1,Vengeance LPX (White),,1.65,3424,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_WHITE,CORSAIR Vengeance LPX (White) 16 GB 3200 MHz
Memory,CORSAIR,Vengeance LPX (White) 8 GB 2666 MHz,,Y,80,27,28,1,1.15,PC,,8,2666,DDR4,1.35,8,1,10.0,Vengeance LPX (White),,1.65,2852,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_WHITE,CORSAIR Vengeance LPX (White) 8 GB 2666 MHz
Memory,CORSAIR,Vengeance LPX (White) 8 GB 3000 MHz,,Y,100,33,28,1,1.15,PC,,8,3000,DDR4,1.35,8,1,12.5,Vengeance LPX (White),,1.65,3210,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_WHITE,CORSAIR Vengeance LPX (White) 8 GB 3000 MHz
Memory,CORSAIR,Vengeance LPX (White) 8 GB 3200 MHz,,Y,110,37,28,1,1.15,PC,,8,3200,DDR4,1.35,8,1,13.8,Vengeance LPX (White),,1.65,3424,v1_15_0/Prefabs/RAM/Corsair/RAM_CORSAIR_VENGEANCE_LPX_DDR4_WHITE,CORSAIR Vengeance LPX (White) 8 GB 3200 MHz
Memory,CORSAIR,VENGEANCE RGB PRO (Black) 8 GB 3600 MHz,,Y,130,43,22,30,1.0,,RGB,8,3600,DDR4,1.35,8,1,16.3,VENGEANCE RGB PRO (Black),,1.65,3852,Prefabs/RAM/Corsair/Corsair_VENGEANCE_RGB_PRO,CORSAIR VENGEANCE RGB PRO (Black) 8 GB 3600 MHz
Memory,CORSAIR,VENGEANCE RGB PRO (Black) 8 GB 4000 MHz,,Y,150,50,22,45,1.0,,RGB,8,4000,DDR4,1.35,8,1,18.8,VENGEANCE RGB PRO (Black),,1.65,4280,Prefabs/RAM/Corsair/Corsair_VENGEANCE_RGB_PRO,CORSAIR VENGEANCE RGB PRO (Black) 8 GB 4000 MHz
Memory,CORSAIR,VENGEANCE RGB PRO (Black) 8 GB 4266 MHz,,Y,190,63,22,45,1.0,,RGB,8,4266,DDR4,1.35,8,1,23.8,VENGEANCE RGB PRO (Black),,1.65,4564,Prefabs/RAM/Corsair/Corsair_VENGEANCE_RGB_PRO,CORSAIR VENGEANCE RGB PRO (Black) 8 GB 4266 MHz
Memory,CORSAIR,VENGEANCE RGB PRO (Black) 8 GB 4700 MHz,,Y,370,123,29,1,1.0,,RGB,8,4700,DDR4,1.45,8,1,46.3,VENGEANCE RGB PRO (Black),,1.65,5029,Prefabs/RAM/Corsair/Corsair_VENGEANCE_RGB_PRO,CORSAIR VENGEANCE RGB PRO (Black) 8 GB 4700 MHz
Memory,CORSAIR,VENGEANCE RGB PRO (White) 8 GB 2666 MHz,,Y,90,30,22,1,1.0,,RGB,8,2666,DDR4,1.2,8,1,11.3,VENGEANCE RGB PRO (White),,1.65,2852,Prefabs/RAM/Corsair/Corsair_VENGERANCE_RGB,CORSAIR VENGEANCE RGB PRO (White) 8 GB 2666 MHz
Memory,CORSAIR,VENGEANCE RGB PRO (White) 8 GB 3000 MHz,,Y,110,37,22,1,1.0,,RGB,8,3000,DDR4,1.35,8,1,13.8,VENGEANCE RGB PRO (White),,1.65,3210,Prefabs/RAM/Corsair/Corsair_VENGERANCE_RGB,CORSAIR VENGEANCE RGB PRO (White) 8 GB 3000 MHz
Memory,CORSAIR,VENGEANCE RGB PRO (White) 8 GB 3200 MHz,,Y,120,40,22,1,1.0,,RGB,8,3200,DDR4,1.35,8,1,15.0,VENGEANCE RGB PRO (White),,1.65,3424,Prefabs/RAM/Corsair/Corsair_VENGERANCE_RGB,CORSAIR VENGEANCE RGB PRO (White) 8 GB 3200 MHz
Memory,CORSAIR,VENGEANCE RGB PRO (White) 8 GB 3600 MHz,,Y,130,43,22,30,1.0,,RGB,8,3600,DDR4,1.35,8,1,16.3,VENGEANCE RGB PRO (White),,1.65,3852,Prefabs/RAM/Corsair/Corsair_VENGERANCE_RGB,CORSAIR VENGEANCE RGB PRO (White) 8 GB 3600 MHz
Memory,CORSAIR,VENGEANCE RGB PRO (White) 8 GB 4000 MHz,Y,Y,150,50,22,45,,,RGB,8,4000,DDR4,1.35,8,1,18.8,VENGEANCE RGB PRO (White),,1.65,4280,Prefabs/RAM/Corsair/Corsair_VENGERANCE_RGB,CORSAIR VENGEANCE RGB PRO (White) 8 GB 4000 MHz
Memory,CORSAIR,VENGEANCE RGB PRO (White) 8 GB 4266 MHz,Y,Y,190,63,22,45,,,RGB,8,4266,DDR4,1.35,8,1,23.8,VENGEANCE RGB PRO (White),,1.65,4564,Prefabs/RAM/Corsair/Corsair_VENGERANCE_RGB,CORSAIR VENGEANCE RGB PRO (White) 8 GB 4266 MHz
Memory,CORSAIR,VENGEANCE RGB PRO (White) 8 GB 4700 MHz,Y,Y,370,123,29,1,,,RGB,8,4700,DDR4,1.45,8,1,46.3,VENGEANCE RGB PRO (White),,1.65,5029,Prefabs/RAM/Corsair/Corsair_VENGERANCE_RGB,CORSAIR VENGEANCE RGB PRO (White) 8 GB 4700 MHz
Memory,Crucial,ECC LRDIMM 128 GB 2133 MHz,Y,Y,965,500,27,1,,,,128,2133,DDR4 (ECC),1.25,128,1,11.7,ECC LRDIMM,,1.7,2666,Prefabs/Generic/RAM,Crucial ECC LRDIMM 128 GB 2133 MHz
Memory,Crucial,ECC LRDIMM 128 GB 2400 MHz,Y,Y,990,520,27,55,,,,128,2400,DDR4 (ECC),1.25,128,1,11.7,ECC LRDIMM,,1.7,2966,Prefabs/Generic/RAM,Crucial ECC LRDIMM 128 GB 2400 MHz
Memory,Crucial,ECC LRDIMM 128 GB 2666 MHz,Y,Y,1010,535,28,15,,,,128,2666,DDR4 (ECC),1.25,128,1,11.7,ECC LRDIMM,,1.7,3100,Prefabs/Generic/RAM,Crucial ECC LRDIMM 128 GB 2666 MHz
Memory,Crucial,ECC LRDIMM 128 GB 2933 MHz,Y,Y,1030,560,28,95,,,,128,2933,DDR4 (ECC),1.25,128,1,11.7,ECC LRDIMM,,1.7,3300,Prefabs/Generic/RAM,Crucial ECC LRDIMM 128 GB 2933 MHz
Memory,Crucial,ECC LRDIMM 128 GB 3000 MHz,Y,Y,1050,585,29,45,,,,128,3000,DDR4 (ECC),1.25,128,1,11.7,ECC LRDIMM,,1.7,3400,Prefabs/Generic/RAM,Crucial ECC LRDIMM 128 GB 3000 MHz
Memory,Crucial,ECC LRDIMM 2X 256 GB 2133 MHz,Y,Y,1930,1000,28,1,,,,256,2133,DDR4 (ECC) 2X,1.25,256,1,11.7,ECC LRDIMM 2X,,1.7,2566,Prefabs/Generic/RAM,Crucial ECC LRDIMM 2X 256 GB 2133 MHz
Memory,Crucial,ECC LRDIMM 2X 256 GB 2400 MHz,Y,Y,1980,1040,28,55,,,,256,2400,DDR4 (ECC) 2X,1.25,256,1,11.7,ECC LRDIMM 2X,,1.7,2866,Prefabs/Generic/RAM,Crucial ECC LRDIMM 2X 256 GB 2400 MHz
Memory,Crucial,ECC LRDIMM 2X 256 GB 2666 MHz,Y,Y,2020,1070,29,15,,,,256,2666,DDR4 (ECC) 2X,1.25,256,1,11.7,ECC LRDIMM 2X,,1.7,3000,Prefabs/Generic/RAM,Crucial ECC LRDIMM 2X 256 GB 2666 MHz
Memory,Crucial,ECC LRDIMM 2X 256 GB 2933 MHz,Y,Y,2060,1120,29,95,,,,256,2933,DDR4 (ECC) 2X,1.25,256,1,11.7,ECC LRDIMM 2X,,1.7,3200,Prefabs/Generic/RAM,Crucial ECC LRDIMM 2X 256 GB 2933 MHz
Memory,Crucial,ECC LRDIMM 2X 256 GB 3000 MHz,Y,Y,2100,1170,30,45,,,,256,3000,DDR4 (ECC) 2X,1.25,256,1,11.7,ECC LRDIMM 2X,,1.7,3300,Prefabs/Generic/RAM,Crucial ECC LRDIMM 2X 256 GB 3000 MHz
Memory,Crucial,RDIMM DDR5 128 GB 3200 MHz,Y,Y,1465,1385,36,45,,,,128,3200,DDR5 (RDIMM),1.1,128,1,9.3,RDIMM DDR5,,1.58,3800,Prefabs/Generic/RAM,Crucial RDIMM DDR5 128 GB 3200 MHz
Memory,Crucial,RDIMM DDR5 128 GB 4800 MHz,Y,Y,1805,1735,36,70,,,,128,4800,DDR5 (RDIMM),1.1,128,1,9.3,RDIMM DDR5,,1.58,5400,Prefabs/Generic/RAM,Crucial RDIMM DDR5 128 GB 4800 MHz
Memory,Crucial,RDIMM DDR5 128 GB 5600 MHz,Y,Y,1905,1835,36,95,,,,128,5600,DDR5 (RDIMM),1.1,128,1,9.3,RDIMM DDR5,,1.58,6300,Prefabs/Generic/RAM,Crucial RDIMM DDR5 128 GB 5600 MHz
Memory,Crucial,RDIMM DDR5 128 GB 6400 MHz,Y,Y,2020,1950,37,25,,,,128,6400,DDR5 (RDIMM),1.1,128,1,9.3,RDIMM DDR5,,1.58,7000,Prefabs/Generic/RAM,Crucial RDIMM DDR5 128 GB 6400 MHz
Memory,Crucial,RDIMM DDR5 128 GB 7200 MHz,Y,Y,2220,2150,37,60,,,,128,7200,DDR5 (RDIMM),1.1,128,1,9.3,RDIMM DDR5,,1.58,8000,Prefabs/Generic/RAM,Crucial RDIMM DDR5 128 GB 7200 MHz
Memory,Crucial,RDIMM DDR5 128 GB 8400 MHz,Y,Y,2370,2300,37,95,,,,128,8400,DDR5 (RDIMM),1.1,128,1,9.3,RDIMM DDR5,,1.58,8900,Prefabs/Generic/RAM,Crucial RDIMM DDR5 128 GB 8400 MHz
Memory,Crucial,RDIMM DDR5 2X 256 GB 3200 MHz,Y,Y,2930,2770,37,45,,,,256,3200,DDR5 (RDIMM) 2X,1.1,256,1,9.3,RDIMM DDR5 2X,,1.58,3700,Prefabs/Generic/RAM,Crucial RDIMM DDR5 2X 256 GB 3200 MHz
Memory,Crucial,RDIMM DDR5 2X 256 GB 4800 MHz,Y,Y,3610,3470,37,70,,,,256,4800,DDR5 (RDIMM) 2X,1.1,256,1,9.3,RDIMM DDR5 2X,,1.58,5300,Prefabs/Generic/RAM,Crucial RDIMM DDR5 2X 256 GB 4800 MHz
Memory,Crucial,RDIMM DDR5 2X 256 GB 5600 MHz,Y,Y,3810,3670,37,95,,,,256,5600,DDR5 (RDIMM) 2X,1.1,256,1,9.3,RDIMM DDR5 2X,,1.58,6200,Prefabs/Generic/RAM,Crucial RDIMM DDR5 2X 256 GB 5600 MHz
Memory,Crucial,RDIMM DDR5 2X 256 GB 6400 MHz,Y,Y,4040,3900,38,25,,,,256,6400,DDR5 (RDIMM) 2X,1.1,256,1,9.3,RDIMM DDR5 2X,,1.58,6900,Prefabs/Generic/RAM,Crucial RDIMM DDR5 2X 256 GB 6400 MHz
Memory,Crucial,RDIMM DDR5 2X 256 GB 7200 MHz,Y,Y,4440,4300,38,60,,,,256,7200,DDR5 (RDIMM) 2X,1.1,256,1,9.3,RDIMM DDR5 2X,,1.58,7900,Prefabs/Generic/RAM,Crucial RDIMM DDR5 2X 256 GB 7200 MHz
Memory,Crucial,RDIMM DDR5 2X 256 GB 8400 MHz,Y,Y,4590,4450,38,95,,,,256,8400,DDR5 (RDIMM) 2X,1.1,256,1,9.3,RDIMM DDR5 2X,,1.58,8800,Prefabs/Generic/RAM,Crucial RDIMM DDR5 2X 256 GB 8400 MHz
Memory,DFL,MOTIV8OR 4 GB 2400 MHz,,Y,40,13,1,1,1.0,,,4,2400,DDR4,1.2,4,1,10.0,MOTIV8OR,,1.65,2568,Prefabs/Generic/Deluxe RAM,DFL MOTIV8OR 4 GB 2400 MHz
Memory,DFL,MOTIV8OR 8 GB 2400 MHz,,Y,70,23,1,1,1.0,,,8,2400,DDR4,1.2,8,1,8.8,MOTIV8OR,,1.65,2568,Prefabs/Generic/Deluxe RAM,DFL MOTIV8OR 8 GB 2400 MHz
Memory,G.SKILL,Flare X 8 GB 2400 MHz,,Y,70,23,2,90,1.0,,,8,2400,DDR4,1.2,8,1,8.8,Flare X,,1.65,2568,Prefabs/RAM/GSKILL/GSkill_Ripjaw4_FlareX,G.SKILL Flare X 8 GB 2400 MHz
Memory,G.SKILL,Flare X 8 GB 3200 MHz,,Y,110,37,7,1,1.0,,,8,3200,DDR4,1.35,8,1,13.8,Flare X,,1.65,3424,Prefabs/RAM/GSKILL/GSkill_Ripjaw4_FlareX,G.SKILL Flare X 8 GB 3200 MHz
Memory,G.SKILL,FORTIS 8 GB 2133 MHz,,Y,60,20,2,50,1.0,,,8,2133,DDR4,1.2,8,1,7.5,FORTIS,,1.65,2282,Prefabs/RAM/GSKILL/GSkill_Fortis,G.SKILL FORTIS 8 GB 2133 MHz
Memory,G.SKILL,FORTIS 8 GB 2400 MHz,,Y,70,23,2,50,1.0,,,8,2400,DDR4,1.2,8,1,8.8,FORTIS,,1.65,2568,Prefabs/RAM/GSKILL/GSkill_Fortis,G.SKILL FORTIS 8 GB 2400 MHz
Memory,G.SKILL,Ripjaws 4 (Black) 8 GB 2800 MHz,,Y,90,30,4,70,1.0,,,8,2800,DDR4,1.2,8,1,11.3,Ripjaws 4 (Black),,1.65,2996,Prefabs/RAM/GSKILL/GSkill_Ripjaw4_Black,G.SKILL Ripjaws 4 (Black) 8 GB 2800 MHz
Memory,G.SKILL,Ripjaws 4 (Black) 8 GB 3200 MHz,,Y,110,37,7,1,1.0,,,8,3200,DDR4,1.35,8,1,13.8,Ripjaws 4 (Black),,1.65,3424,Prefabs/RAM/GSKILL/GSkill_Ripjaw4_Black,G.SKILL Ripjaws 4 (Black) 8 GB 3200 MHz
Memory,G.SKILL,Ripjaws 4 (Blue) 8 GB 3000 MHz,,Y,100,33,7,1,1.0,,,8,3000,DDR4,1.35,8,1,12.5,Ripjaws 4 (Blue),,1.65,3210,Prefabs/RAM/GSKILL/GSkill_Ripjaw4_Blue,G.SKILL Ripjaws 4 (Blue) 8 GB 3000 MHz
Memory,G.SKILL,Ripjaws 4 (Red) 8 GB 3000 MHz,,Y,100,33,7,1,1.0,,,8,3000,DDR4,1.35,8,1,12.5,Ripjaws 4 (Red),,1.65,3210,Prefabs/RAM/GSKILL/GSkill_Ripjaw4_Red,G.SKILL Ripjaws 4 (Red) 8 GB 3000 MHz
Memory,G.SKILL,Ripjaws V (Black) 16 GB 3200 MHz,,Y,210,70,7,40,1.0,,,16,3200,DDR4,1.35,16,1,13.1,Ripjaws V (Black),,1.65,3424,Prefabs/RAM/GSKILL/GSkill_Ripjaws_V_Black,G.SKILL Ripjaws V (Black) 16 GB 3200 MHz
Memory,G.SKILL,Ripjaws V (Black) 16 GB 3400 MHz,,Y,222,74,9,1,1.0,,,16,3400,DDR4,1.35,16,1,13.9,Ripjaws V (Black),,1.65,3638,Prefabs/RAM/GSKILL/GSkill_Ripjaws_V_Black,G.SKILL Ripjaws V (Black) 16 GB 3400 MHz
Memory,G.SKILL,Ripjaws V (Black) 8 GB 3200 MHz,,Y,110,37,7,40,1.0,,,8,3200,DDR4,1.35,8,1,13.8,Ripjaws V (Black),,1.65,3424,Prefabs/RAM/GSKILL/GSkill_Ripjaws_V_Black,G.SKILL Ripjaws V (Black) 8 GB 3200 MHz
Memory,G.SKILL,Ripjaws V (Black) 8 GB 3600 MHz,,Y,120,40,11,40,1.0,,,8,3600,DDR4,1.35,8,1,15.0,Ripjaws V (Black),,1.65,3852,Prefabs/RAM/GSKILL/GSkill_Ripjaws_V_Black,G.SKILL Ripjaws V (Black) 8 GB 3600 MHz
Memory,G.SKILL,Ripjaws V (Red) 16 GB 3400 MHz,,Y,222,74,9,1,1.0,,,16,3400,DDR4,1.35,16,1,13.9,Ripjaws V (Red),,1.65,3638,Prefabs/RAM/GSKILL/GSkill_Ripjaws_V_Red,G.SKILL Ripjaws V (Red) 16 GB 3400 MHz
Memory,G.SKILL,Ripjaws V (Red) 8 GB 3600 MHz,,Y,120,40,11,40,1.0,,,8,3600,DDR4,1.35,8,1,15.0,Ripjaws V (Red),,1.65,3852,Prefabs/RAM/GSKILL/GSkill_Ripjaws_V_Red,G.SKILL Ripjaws V (Red) 8 GB 3600 MHz
Memory,G.SKILL,Sniper X (Black) 8 GB 3400 MHz,,Y,116,39,9,80,1.0,,,8,3400,DDR4,1.35,8,1,14.5,Sniper X (Black),,1.65,3638,Prefabs/RAM/GSKILL/G_Skill_Sniper_X_Black,G.SKILL Sniper X (Black) 8 GB 3400 MHz
Memory,G.SKILL,Sniper X (Black) 8 GB 3600 MHz,,Y,120,40,11,80,1.0,,,8,3600,DDR4,1.35,8,1,15.0,Sniper X (Black),,1.65,3852,Prefabs/RAM/GSKILL/G_Skill_Sniper_X_Black,G.SKILL Sniper X (Black) 8 GB 3600 MHz
Memory,G.SKILL,Sniper X (Black) 8 GB 4000 MHz,Y,Y,135,55,12,80,,,,8,4000,DDR4,1.35,8,1,15.0,Sniper X (Black),,1.65,4350,Prefabs/RAM/GSKILL/G_Skill_Sniper_X_Black,G.SKILL Sniper X (Black) 8 GB 4000 MHz
Memory,G.SKILL,Sniper X (Black) 8 GB 4400 MHz,Y,Y,145,39,13,15,,,,8,4400,DDR4,1.35,8,1,14.5,Sniper X (Black),,1.65,4700,Prefabs/RAM/GSKILL/G_Skill_Sniper_X_Black,G.SKILL Sniper X (Black) 8 GB 4400 MHz
Memory,G.SKILL,Sniper X (Silver) 8 GB 3200 MHz,,Y,110,37,7,80,1.0,,,8,3200,DDR4,1.35,8,1,13.8,Sniper X (Silver),,1.65,3424,Prefabs/RAM/GSKILL/G_Skill_Sniper_X_Silver,G.SKILL Sniper X (Silver) 8 GB 3200 MHz
Memory,G.SKILL,Sniper X (Silver) 8 GB 3600 MHz,,Y,120,40,11,80,1.0,,,8,3600,DDR4,1.35,8,1,15.0,Sniper X (Silver),,1.65,3852,Prefabs/RAM/GSKILL/G_Skill_Sniper_X_Silver,G.SKILL Sniper X (Silver) 8 GB 3600 MHz
Memory,G.SKILL,Sniper X (Silver) 8 GB 4000 MHz,Y,Y,135,55,12,80,,,,8,4000,DDR4,1.35,8,1,15.0,Sniper X (Silver),,1.65,4350,Prefabs/RAM/GSKILL/G_Skill_Sniper_X_Silver,G.SKILL Sniper X (Silver) 8 GB 4000 MHz
Memory,G.SKILL,Sniper X (Silver) 8 GB 4400 MHz,Y,Y,145,39,13,15,,,,8,4400,DDR4,1.35,8,1,14.5,Sniper X (Silver),,1.65,4700,Prefabs/RAM/GSKILL/G_Skill_Sniper_X_Silver,G.SKILL Sniper X (Silver) 8 GB 4400 MHz
Memory,G.SKILL,Sniper X Zeroed Edition (Black) 8 GB 11000 MHz,Y,Y,1355,1100,40,45,,,,8,11000,DDR5,1.4,8,1,15.0,Sniper X Zeroed Edition (Black),,2.1,12225,Prefabs/RAM/GSKILL/G_Skill_Sniper_X_Black,G.SKILL Sniper X Zeroed Edition (Black) 8 GB 11000 MHz
Memory,G.SKILL,Sniper X Zeroed Edition (Silver) 8 GB 11000 MHz,Y,Y,1355,1000,40,45,,,,8,11000,DDR5,1.4,8,1,15.0,Sniper X Zeroed Edition (Silver),,2.1,12225,Prefabs/RAM/GSKILL/G_Skill_Sniper_X_Silver,G.SKILL Sniper X Zeroed Edition (Silver) 8 GB 11000 MHz
Memory,G.SKILL,Trident X (Black) 8 GB 5800 MHz,Y,Y,615,285,31,55,,,,8,5800,DDR4,1.45,8,1,16.9,Trident X (Black),,1.7,7158,Prefabs/RAM/GSKILL/G_Skill_Trident_Z_Black,G.SKILL Trident X (Black) 8 GB 5800 MHz
Memory,G.SKILL,Trident X (Silver) 8 GB 5800 MHz,Y,Y,615,285,31,55,,,,8,5800,DDR4,1.45,8,1,16.9,Trident X (Silver),,1.7,7158,Prefabs/RAM/GSKILL/G_Skill_Trident_Z_Silver,G.SKILL Trident X (Silver) 8 GB 5800 MHz
Memory,G.SKILL,Trident X MAX (Black) 4 GB 6300 MHz,Y,Y,725,385,32,35,,,,4,6300,DDR4,1.5,4,1,16.9,Trident X MAX (Black),,1.776,7650,Prefabs/RAM/GSKILL/G_Skill_Trident_Z_Black,G.SKILL Trident X MAX (Black) 4 GB 6300 MHz
Memory,G.SKILL,Trident X MAX (Black) 8 GB 6000 MHz,Y,Y,685,355,31,85,,,,8,6000,DDR4,1.5,8,1,16.9,Trident X MAX (Black),,1.75,7375,Prefabs/RAM/GSKILL/G_Skill_Trident_Z_Black,G.SKILL Trident X MAX (Black) 8 GB 6000 MHz
