Part Type,Manufacturer,Part Name,HEM,In Shop,Price,Sell Price,Level,Level %,Steam Version,Platform Lock,Lighting,Type,No Fan,Air Flow,AM4,LGA 1151 (Skylake),LGA 1151 (Kaby Lake),LGA 1151 (Coffee Lake),LGA 1200,TR4,sTRX4,LGA 2066,AM3+,FM2,FM2+,LGA 2011-V3,LGA 2566,LGA 3647-V1,LGA 3647-V3,LGA 4189,LGA 4189 (2P),LGA 4926,LGA 5903,SP3r1,SP3r2,SP6,LGA 3647-V3 (2P),LGA 3647-V3 (4P),LGA 3647-V3 (8P),LGA 4926 (2P),LGA 5903 (2P),SP3r1 (2P),SP3r2 (2P),SP6 (2P),CPU Socket List,CPU Socket List (HEM),Height,Size,Slots,Thickness,Air Pressure,DLC2 Random Jobs,Exclude From Random Jobs,Asset Path,Full Part Name
CPU Cooler - Liquid,Alphacool,Eisbaer Aurora 420 CPU,,Y,160,53,33,1,1.15,PC,RGB,Liquid Cooler,,160.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,",69,420.0,3.0,0.265,1.6,,,v1_15_0/Prefabs/CoolerSystems/Liquid Coolers/Alphacool/LC_Eisbaer_Aurora_420_CPU,Alphacool Eisbaer Aurora 420 CPU,Alphacool Eisbaer Aurora 420 CPU
CPU Cooler - Liquid,Antec,K120,,Y,60,20,17,1,1.0,,Blue,Liquid Cooler,,70.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",50,120.0,1.0,0.248,,,,Prefabs/CoolingSystems/LiquidCoolers/Antec/Antec_K120_Radiator,Antec K120,Antec K120
CPU Cooler - Liquid,Antec,K240,,Y,80,27,17,1,1.0,,Blue,Liquid Cooler,,105.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",50,240.0,2.0,0.248,,,,Prefabs/CoolingSystems/LiquidCoolers/Antec/Antec_K240_Radiator,Antec K240,Antec K240
CPU Cooler - Liquid,Antec,Mercury120 RGB,,Y,87,29,20,1,1.0,,RGB,Liquid Cooler,,70.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, SP3r1, SP3r2, SP6,",60,120.0,1.0,0.249,,,,Prefabs/CoolingSystems/LiquidCoolers/Antec/Antec_Mercury120_Radiator,Antec Mercury120 RGB,Antec Mercury120 RGB
CPU Cooler - Liquid,Antec,Mercury240 RGB,,Y,120,40,20,20,1.0,,RGB,Liquid Cooler,,105.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, SP3r1, SP3r2, SP6,",60,240.0,2.0,0.249,,,,Prefabs/CoolingSystems/LiquidCoolers/Antec/Antec_Mercury240_Radiator,Antec Mercury240 RGB,Antec Mercury240 RGB
CPU Cooler - Liquid,Antec,Mercury360 RGB,,Y,147,49,20,40,1.0,,RGB,Liquid Cooler,,145.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, SP3r1, SP3r2, SP6,",60,360.0,3.0,0.252,,,,Prefabs/CoolingSystems/LiquidCoolers/Antec/Antec_Mercury360_Radiator,Antec Mercury360 RGB,Antec Mercury360 RGB
CPU Cooler - Liquid,Antec,Neptune 120,,Y,85,28,20,60,1.10,PC,RGB,Liquid Cooler,,70.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",47,120.0,1.0,0.272,,,,v1_10_0/Prefabs/CoolingSystems/LiquidCoolers/Antec/LC_Antec_Neptune_120,Antec Neptune 120,Antec Neptune 120
CPU Cooler - Liquid,Antec,Neptune 240,,Y,140,47,20,60,1.10,PC,RGB,Liquid Cooler,,105.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",47,240.0,2.0,0.272,,,,v1_10_0/Prefabs/CoolingSystems/LiquidCoolers/Antec/LC_Antec_Neptune_240,Antec Neptune 240,Antec Neptune 240
CPU Cooler - Liquid,ARCTIC,Liquid Freezer 2 series 120mm,,Y,80,27,28,50,1.11,PC,,Liquid Cooler,,70.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",98,120.0,1.0,0.38,,,,v1_11_0/Prefabs/CoolingSystems/LiquidCoolers/Artic/LC_Arctic_Liquid_Freezer_2_series_120,ARCTIC Liquid Freezer 2 series 120mm,ARCTIC Liquid Freezer 2 series 120mm
CPU Cooler - Liquid,ARCTIC,Liquid Freezer 2 series 240mm,,Y,110,37,28,50,1.11,PC,,Liquid Cooler,,105.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",98,240.0,2.0,0.38,,,,v1_11_0/Prefabs/CoolingSystems/LiquidCoolers/Artic/LC_Arctic_Liquid_Freezer_2_series_240,ARCTIC Liquid Freezer 2 series 240mm,ARCTIC Liquid Freezer 2 series 240mm
CPU Cooler - Liquid,ARCTIC,Liquid Freezer 2 series 280mm,,Y,120,40,28,50,1.11,PC,,Liquid Cooler,,110.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",98,280.0,2.0,0.38,,,,v1_11_0/Prefabs/CoolingSystems/LiquidCoolers/Artic/LC_Arctic_Liquid_Freezer_2_series_280,ARCTIC Liquid Freezer 2 series 280mm,ARCTIC Liquid Freezer 2 series 280mm
CPU Cooler - Liquid,ARCTIC,Liquid Freezer 2 series 360mm,,Y,160,53,28,50,1.11,PC,,Liquid Cooler,,145.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",98,360.0,3.0,0.38,,,,v1_11_0/Prefabs/CoolingSystems/LiquidCoolers/Artic/LC_Arctic_Liquid_Freezer_2_series_360,ARCTIC Liquid Freezer 2 series 360mm,ARCTIC Liquid Freezer 2 series 360mm
CPU Cooler - Liquid,ARCTIC,Liquid Freezer 2 series 420mm,,Y,180,60,28,50,1.11,PC,,Liquid Cooler,,150.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",98,420.0,3.0,0.38,,,,v1_11_0/Prefabs/CoolingSystems/LiquidCoolers/Artic/LC_Arctic_Liquid_Freezer_2_series_420,ARCTIC Liquid Freezer 2 series 420mm,ARCTIC Liquid Freezer 2 series 420mm
CPU Cooler - Liquid,be quiet!,Silent Loop 120mm,,Y,100,33,30,1,1.1,,,Liquid Cooler,,90.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, SP3r1, SP3r2, SP6,",45,120.0,1.0,0.481,,,,Prefabs/CoolingSystems/LiquidCoolers/Bequiet/LC_bequiet_SILENTLOOP_120MM,be quiet! Silent Loop 120mm,be quiet! Silent Loop 120mm
CPU Cooler - Liquid,be quiet!,Silent Loop 240mm,,Y,125,42,30,15,1.1,,,Liquid Cooler,,75.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, SP3r1, SP3r2, SP6,",45,240.0,2.0,0.272,,,,Prefabs/CoolingSystems/LiquidCoolers/Bequiet/LC_bequiet_SILENTLOOP_240MM,be quiet! Silent Loop 240mm,be quiet! Silent Loop 240mm
CPU Cooler - Liquid,be quiet!,Silent Loop 280mm,,Y,150,50,30,30,1.1,,,Liquid Cooler,,110.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, SP3r1, SP3r2, SP6,",45,280.0,2.0,0.272,,,,Prefabs/CoolingSystems/LiquidCoolers/Bequiet/LC_bequiet_SILENTLOOP_280MM,be quiet! Silent Loop 280mm,be quiet! Silent Loop 280mm
CPU Cooler - Liquid,be quiet!,Silent Loop 360mm,,Y,175,58,30,45,1.1,,,Liquid Cooler,,130.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, SP3r1, SP3r2, SP6,",45,360.0,3.0,0.272,,,,Prefabs/CoolingSystems/LiquidCoolers/Bequiet/LC_bequiet_SILENTLOOP_360MM,be quiet! Silent Loop 360mm,be quiet! Silent Loop 360mm
CPU Cooler - Liquid,Cooler Master,MasterLiquid 120,,Y,70,23,8,1,1.0,,White,Liquid Cooler,,67.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",49,120.0,1.0,0.383,2.34,,,Prefabs/CoolingSystems/LiquidCoolers/CoolerMaster/CoolerMaster_MasterLiquid_120_Radiator,Cooler Master MasterLiquid 120,Cooler Master MasterLiquid 120
CPU Cooler - Liquid,Cooler Master,MasterLiquid 240,,Y,90,30,8,50,1.0,,White,Liquid Cooler,,100.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, SP3r1, SP3r2, SP6,",49,240.0,2.0,0.259,2.34,,,Prefabs/CoolingSystems/LiquidCoolers/CoolerMaster/CoolerMaster_MasterLiquid_240_Radiator,Cooler Master MasterLiquid 240,Cooler Master MasterLiquid 240
CPU Cooler - Liquid,Cooler Master,MasterLiquid ML120L V2 RGB,,Y,65,22,18,1,1.10,PC,RGB,Liquid Cooler,,67.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",47,120.0,1.0,0.272,,,,v1_10_0/Prefabs/CoolingSystems/LiquidCoolers/CoolerMaster/LC_CoolerMaster_MasterLiquid_120_v2,Cooler Master MasterLiquid ML120L V2 RGB,Cooler Master MasterLiquid ML120L V2 RGB
CPU Cooler - Liquid,Cooler Master,MasterLiquid ML240 ILLUSION,,Y,140,47,33,1,1.14,PC,RGB,Liquid Cooler,,90.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",58,240.0,2.0,0.272,1.6,,,v1_14_0/Prefabs/CoolingSystems/Liquid Coolers/CoolerMaster/LC_COOLER_MASTER_MASTERLIQUID_ML240_ILLUSION,Cooler Master MasterLiquid ML240 ILLUSION,Cooler Master MasterLiquid ML240 ILLUSION
CPU Cooler - Liquid,Cooler Master,MasterLiquid ML240 ILLUSION (White),,Y,140,47,33,1,1.14,PC,RGB,Liquid Cooler,,90.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",58,240.0,2.0,0.272,1.6,,,v1_14_0/Prefabs/CoolingSystems/Liquid Coolers/CoolerMaster/LC_COOLER_MASTER_MASTERLIQUID_ML240_ILLUSION_WHITE_EDITION,Cooler Master MasterLiquid ML240 ILLUSION (White),Cooler Master MasterLiquid ML240 ILLUSION (White)
CPU Cooler - Liquid,Cooler Master,MasterLiquid ML240 MIRROR,,Y,120,40,33,1,1.14,PC,RGB,Liquid Cooler,,90.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",58,240.0,2.0,0.272,2.5,,,v1_14_0/Prefabs/CoolingSystems/Liquid Coolers/CoolerMaster/LC_COOLER_MASTER_MASTERLIQUID_ML240_MIRROR,Cooler Master MasterLiquid ML240 MIRROR,Cooler Master MasterLiquid ML240 MIRROR
CPU Cooler - Liquid,Cooler Master,MasterLiquid ML240L V2 RGB,,Y,80,27,18,1,1.10,PC,RGB,Liquid Cooler,,100.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",47,240.0,2.0,0.272,,,,v1_10_0/Prefabs/CoolingSystems/LiquidCoolers/CoolerMaster/LC_CoolerMaster_MasterLiquid_240_v2,Cooler Master MasterLiquid ML240L V2 RGB,Cooler Master MasterLiquid ML240L V2 RGB
CPU Cooler - Liquid,Cooler Master,MasterLiquid ML240R RGB PHANTOM GAMING EDITION,,Y,160,53,33,1,1.14,PC,RGB,Liquid Cooler,,90.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,",52,240.0,2.0,0.272,2.34,,,v1_14_0/Prefabs/CoolingSystems/Liquid Coolers/CoolerMaster/LC_COOLER_MASTER_MASTERLIQUID_ML240_RGB_PHANTOM_GAMING_EDITION,Cooler Master MasterLiquid ML240R RGB PHANTOM GAMING EDITION,Cooler Master MasterLiquid ML240R RGB PHANTOM GAMING EDITION
CPU Cooler - Liquid,Cooler Master,MasterLiquid ML360 ILLUSION,,Y,160,53,33,1,1.14,PC,RGB,Liquid Cooler,,120.0,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566,",58,360.0,3.0,0.272,1.6,,,v1_14_0/Prefabs/CoolingSystems/Liquid Coolers/CoolerMaster/LC_COOLER_MASTER_MASTERLIQUID_ML360_ILLUSION,Cooler Master MasterLiquid ML360 ILLUSION,Cooler Master MasterLiquid ML360 ILLUSION
CPU Cooler - Liquid,Cooler Master,MasterLiquid ML360 MIRROR TR4 EDITION,,Y,180,60,33,1,1.14,PC,RGB,Liquid Cooler,,120.0,,,,,,Y,Y,,,,,,,,,,,,,Y,Y,Y,,,,,,,,,"TR4, sTRX4,","TR4, sTRX4, SP3r1, SP3r2, SP6,",58,360.0,3.0,0.272,2.5,,,v1_14_0/Prefabs/CoolingSystems/Liquid Coolers/CoolerMaster/LC_COOLER_MASSTER_MASTERLIQUID_ML360_MIRROR_TR4_EDITION,Cooler Master MasterLiquid ML360 MIRROR TR4 EDITION,Cooler Master MasterLiquid ML360 MIRROR TR4 EDITION
CPU Cooler - Liquid,CORSAIR,H115i PRO RGB 280mm,,Y,160,53,28,1,1.0,,RGB,Liquid Cooler,,130.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, TR4, sTRX4, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926, SP3r1, SP3r2, SP6,",53,280.0,2.0,0.233,,,,Prefabs/CoolingSystems/LiquidCoolers/Corsair/Corsair_HydroSeriesH115iLiquidCpuCooler_Radiator,CORSAIR H115i PRO RGB 280mm,CORSAIR H115i PRO RGB 280mm
CPU Cooler - Liquid,CORSAIR,H150i PRO RGB 360mm,,Y,200,67,28,1,1.0,,RGB,Liquid Cooler,,150.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,"AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, TR4, sTRX4,","AM3+, AM4, FM2, FM2+, LGA 1151 (Coffee Lake), LGA 1151 (Kaby Lake), LGA 1151 (Skylake), LGA 1200, LGA 2011-V3, LGA 2066, LGA 2566, LGA 3647-V1, LGA 3647-V3, LGA 4189, LGA 4926,",53,360.0,3.0,0.192,,,,Prefabs/CoolingSystems/LiquidCoolers/Corsair/Corsair_HydroSeriesH150iPRORGB360mm,CORSAIR H150i PRO RGB 360mm,CORSAIR H150i PRO RGB 360mm
