Part Type,Chipset Brand,Chipset Series,Chipset,Manufacturer,Part Name,HEM,In Shop,Part Ranking Score,Price,Sell Price,Level,Level %,Steam Version,Platform Lock,Lighting,VRAM (GB),GPU Tuner Min Core Freq,Base Core Freq,OC Base Core Freq,Max Core Freq,GPU Tuner Min Mem Freq,Base Mem Freq,OC Base Mem Freq,Max Mem Freq,Length,Wattage,Multi-GPU,Slot Size,GPU Thermal Throttling,GPU % Power Increase,Power Connectors,Rigid SLI Bridge Model,Score to value ratio,Target STV ratio,Single GPU Graphics Score,Double GPU Graphics Score,Dual GPU performance increase,OC Single GPU score,OC Double GPU score,GT1 Single Core Clock Multiplier,GT1 Single Mem Clock Multiplier,GT1 Single Benchmark Adjustment,GT2 Single Core Clock Multiplier,GT2 Single Mem Clock Multiplier,GT2 Single Benchmark Adjustment,GT1 Dual Core Clock Multiplier,GT1 Dual Mem Clock Multiplier,GT1 Dual Benchmark Adjustment,GT2 Dual Core Clock Multiplier,GT2 Dual Mem Clock Multiplier,GT2 Dual Benchmark Adjustment,Normal GPU max clock,Normal GPU Max mem clock,Boost Multiplier,Score increase,Is AIO,Next Part ID In Combo,Exclude From Random Jobs,DLC2 Random Jobs,Chipset Series Sort,Asset Path,Full Part Name
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2070 Super,ASUS,ROG STRIX GeForce RTX 2070 SUPER Series,,Y,6365,950,317,28,30,1.6,PC,RGB,8,1770,1935,2000,2100,1400,1750,1950,2100,300,215,SLI,2.5,95,20,8-pin + 8-pin,RTX,10.5,10.5,9956,16949,1.702390518280434,10329.0,18498.0,0.036242398,7.4199e-05,-6.60026,0.033482,2.8659e-05,-6.81,0.122562,0.0,-125.554,0.161821,0.0,-216.889,,,,,,,,,105,Prefabs/GPU/ASUS/GPU_ASUS_ROG_Strix_GeForce_RTX2070_Super,ASUS ROG STRIX GeForce RTX 2070 SUPER Series,ASUS ROG STRIX GeForce RTX 2070 SUPER Series
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2070 Super,Colorful,iGame GeForce RTX 2070 SUPER Vulcan OC-V,,Y,5930,845,282,28,80,1.11,PC,RGB,8,1530,1815,2000,2100,1400,1750,1950,2100,318,215,SLI,2.5,95,20,8-pin + 8-pin,RTX,11.0,11.0,9271,14054,1.5159098263402007,10329.0,18498.0,0.036242398,7.4199e-05,-6.60026,0.033482,2.8659e-05,-6.81,0.122562,0.0,-125.554,0.161821,0.0,-216.889,,,,,,,,,105,v1_11_0/Prefabs/GPU/Colorful/GPU_Colorful_iGame_GeForce_RTX_2070_SUPER_Vulcan_X_OC-V,Colorful iGame GeForce RTX 2070 SUPER Vulcan OC-V,Colorful iGame GeForce RTX 2070 SUPER Vulcan OC-V
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2070 Super,Colorful,iGame GeForce RTX 2070 SUPER Vulcan X OC-V,,Y,6257,890,297,28,80,1.11,PC,RGB,8,1710,1905,2000,2100,1400,1750,1950,2100,318,215,SLI,2.5,95,20,8-pin + 8-pin,RTX,11.0,11.0,9785,16230,1.658661216147164,10329.0,18498.0,0.036242398,7.4199e-05,-6.60026,0.033482,2.8659e-05,-6.81,0.122562,0.0,-125.554,0.161821,0.0,-216.889,,,,,,,,,105,v1_11_0/Prefabs/GPU/Colorful/GPU_Colorful_iGame_GeForce_RTX_2070_SUPER_Vulcan_X_OC-V,Colorful iGame GeForce RTX 2070 SUPER Vulcan X OC-V,Colorful iGame GeForce RTX 2070 SUPER Vulcan X OC-V
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2070 Super,EVGA,GeForce RTX 2070 SUPER FTW3 ULTRA+,,Y,5930,805,268,28,50,1.9,PC,RGB,8,1530,1815,2000,2100,1400,1750,1950,2100,302,215,SLI,3.0,95,20,8-pin + 8-pin,RTX,11.5,11.5,9271,14054,1.5159098263402007,10329.0,18498.0,0.036242398,7.4199e-05,-6.60026,0.033482,2.8659e-05,-6.81,0.122562,0.0,-125.554,0.161821,0.0,-216.889,,,,,,,,,105,v1_9_0/Prefabs/GPU/EVGA/GPU_EVGA_GeForce_RTX_2070_SUPER_FTW3_ULTRA+,EVGA GeForce RTX 2070 SUPER FTW3 ULTRA+,EVGA GeForce RTX 2070 SUPER FTW3 ULTRA+
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2070 Super,EVGA,GeForce RTX 2070 SUPER XC ULTRA,,Y,5876,840,280,28,80,1.7,PC,RGB,8,1400,1800,2000,2200,1400,1750,1950,2100,269,215,SLI,3.0,95,20,8-pin + 6-pin,RTX,10.9,11.0,9186,13687,1.4899847594165034,10329.0,18498.0,0.036242398,7.4199e-05,-6.60026,0.033482,2.8659e-05,-6.81,0.122562,0.0,-125.554,0.161821,0.0,-216.889,,,,,,,,,105,v1_7_0/Prefabs/GPU/EVGA/GPU_EVGA_GeForce_RTX_2070_SuperXC_Ultra_Overclocked,EVGA GeForce RTX 2070 SUPER XC ULTRA,EVGA GeForce RTX 2070 SUPER XC ULTRA
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2070 Super,GIGABYTE,AORUS GeForce RTX 2070 SUPER 8G,,Y,6257,950,317,28,45,1.7,PC,RGB,8,1710,1905,2000,2100,1400,1750,1950,2100,290,215,SLI,2.5,95,20,8-pin + 8-pin,RTX,10.3,10.5,9785,16230,1.658661216147164,10329.0,18498.0,0.036242398,7.4199e-05,-6.60026,0.033482,2.8659e-05,-6.81,0.122562,0.0,-125.554,0.161821,0.0,-216.889,,,,,,,,,105,v1_7_0/Prefabs/GPU/GigaByte/GPU_Gigabyte_Aorus_RTX2070_Super,GIGABYTE AORUS GeForce RTX 2070 SUPER 8G,GIGABYTE AORUS GeForce RTX 2070 SUPER 8G
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2070 Super,GIGABYTE,GeForce RTX 2070 SUPER GAMING OC WHITE 8G,,Y,5930,950,317,28,30,1.6,PC,RGB,8,1530,1815,2000,2100,1400,1750,1950,2100,287,215,SLI,2.0,95,20,8-pin + 6-pin,RTX,9.8,10.5,9271,14054,1.5159098263402007,10329.0,18498.0,0.036242398,7.4199e-05,-6.60026,0.033482,2.8659e-05,-6.81,0.122562,0.0,-125.554,0.161821,0.0,-216.889,,,,,,,,,105,Prefabs/GPU/GigaByte/GPU_Gigabyte_Geforce_RTX2070_SuperGaming_OC_White_8GB,GIGABYTE GeForce RTX 2070 SUPER GAMING OC WHITE 8G,GIGABYTE GeForce RTX 2070 SUPER GAMING OC WHITE 8G
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2070 Super,MSI,GeForce RTX 2070 SUPER GAMING X,,Y,5876,800,267,28,60,1.9,PC,RGB,8,1400,1800,2000,2200,1400,1750,1950,2100,297,215,SLI,2.5,95,20,8-pin + 8-pin,RTX,11.5,11.5,9186,13687,1.4899847594165034,10329.0,18498.0,0.036242398,7.4199e-05,-6.60026,0.033482,2.8659e-05,-6.81,0.122562,0.0,-125.554,0.161821,0.0,-216.889,,,,,,,,,105,v1_9_0/Prefabs/GPU/MSI/GPU_MSI_GeForce_RTX_2070_Super_Gaming_X,MSI GeForce RTX 2070 SUPER GAMING X,MSI GeForce RTX 2070 SUPER GAMING X
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2070 Super,MSI,GeForce RTX 2070 SUPER GAMING X Trio,,Y,5876,800,267,28,60,1.9,PC,RGB,8,1400,1800,2000,2200,1400,1750,1950,2100,328,215,SLI,2.5,95,20,8-pin + 8-pin,RTX,11.5,11.5,9186,13687,1.4899847594165034,10329.0,18498.0,0.036242398,7.4199e-05,-6.60026,0.033482,2.8659e-05,-6.81,0.122562,0.0,-125.554,0.161821,0.0,-216.889,,,,,,,,,105,v1_9_0/Prefabs/GPU/MSI/GPU_MSI_GeForce_RTX_2070_Super_Gaming_X_TRIO,MSI GeForce RTX 2070 SUPER GAMING X Trio,MSI GeForce RTX 2070 SUPER GAMING X Trio
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2070 Super,MSI,GeForce RTX 2070 SUPER Ventus GP OC,,Y,5822,790,263,28,60,1.9,PC,,8,1370,1785,2000,2200,1400,1750,1950,2100,258,215,SLI,2.0,95,20,8-pin + 6-pin,RTX,11.5,11.5,9100,13320,1.4637362637362636,10329.0,18498.0,0.036242398,7.4199e-05,-6.60026,0.033482,2.8659e-05,-6.81,0.122562,0.0,-125.554,0.161821,0.0,-216.889,,,,,,,,,105,v1_9_0/Prefabs/GPU/MSI/GPU_MSI_GeForce_RTX_2070_Super_Ventus_GP_OC,MSI GeForce RTX 2070 SUPER Ventus GP OC,MSI GeForce RTX 2070 SUPER Ventus GP OC
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2070 Super,ZOTAC,GAMING GeForce RTX 2070 SUPER Mini,,Y,5441,740,247,28,30,1.7,PC,White,8,1160,1680,2000,2200,1400,1750,1950,2100,229,215,SLI,2.0,95,20,8-pin + 6-pin,RTX,11.5,11.5,8501,10705,1.2592636160451711,10329.0,18498.0,0.036242398,7.4199e-05,-6.60026,0.033482,2.8659e-05,-6.81,0.122562,0.0,-125.554,0.161821,0.0,-216.889,,,,,,,,,105,v1_7_0/Prefabs/GPU/ZOTAC/GPU_Zotac_Gaming_GeForce_RTX2070_Super_Mini,ZOTAC GAMING GeForce RTX 2070 SUPER Mini,ZOTAC GAMING GeForce RTX 2070 SUPER Mini
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080,Colorful,iGame GeForce RTX 2080 Advanced-V,,Y,6096,860,287,25,60,1.9,PC,RGB,8,1320,1710,1960,2100,1300,1750,2000,2200,315,215,SLI,2.5,95,20,8-pin + 6-pin,RTX,11.0,11.0,9459,16411,1.73496141241146,11222.0,20300.0,0.033804,0.01013,-14.5626,0.032748,0.009282,-17.5168,0.089011,0.014456,-72.7506,0.080905,0.006465,-53.8782,,,,,,,,,105,v1_9_0/Prefabs/GPU/Colorful/GPU_Colourful_iGame_GeForce_RTX_2080_Advanced-V,Colorful iGame GeForce RTX 2080 Advanced-V,Colorful iGame GeForce RTX 2080 Advanced-V
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080,EVGA,GeForce RTX 2080 FTW3 ULTRA GAMING,,Y,6604,1030,343,25,40,1.1,,RGB,8,1620,1860,1960,2100,1300,1750,2000,2200,302,215,SLI,3.0,95,20,8-pin + 8-pin,RTX,10.0,10.5,10278,18496,1.7995719011480833,11222.0,20300.0,0.033804,0.01013,-14.5626,0.032748,0.009282,-17.5168,0.089011,0.014456,-72.7506,0.080905,0.006465,-53.8782,,,,,,,,,105,Prefabs/GPU/EVGA/GPU_EVGA_GEFORCE_RTX_2080,EVGA GeForce RTX 2080 FTW3 ULTRA GAMING,EVGA GeForce RTX 2080 FTW3 ULTRA GAMING
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080,GIGABYTE,AORUS GeForce RTX 2080 XTREME 8G,,Y,6722,1050,350,25,80,1.1,,RGB,8,1780,1890,1960,2000,1334,1767,2000,2200,290,215,SLI,2.5,95,20,8-pin + 8-pin,RTX,10.0,10.5,10469,18941,1.8092463463559079,11222.0,20300.0,0.033804,0.01013,-14.5626,0.032748,0.009282,-17.5168,0.089011,0.014456,-72.7506,0.080905,0.006465,-53.8782,,,,,,,,,105,Prefabs/GPU/GigaByte/GPU_AUROS_RTX_2080_And_Ti,GIGABYTE AORUS GeForce RTX 2080 XTREME 8G,GIGABYTE AORUS GeForce RTX 2080 XTREME 8G
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080,NVIDIA,GeForce RTX 2080 Founders Edition,,Y,6096,950,317,25,1,1.0,,Green,8,1320,1710,1960,2100,1300,1750,2000,2200,267,215,SLI,2.0,95,20,8-pin + 6-pin,RTX,10.0,10.5,9459,16411,1.73496141241146,11222.0,20300.0,0.033804,0.01013,-14.5626,0.032748,0.009282,-17.5168,0.089011,0.014456,-72.7506,0.080905,0.006465,-53.8782,,,,,,,,,105,Prefabs/GPU/NVidia/GPU_Nvidia_RTX_2080,NVIDIA GeForce RTX 2080 Founders Edition,NVIDIA GeForce RTX 2080 Founders Edition
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Super,ASUS,ROG STRIX GeForce RTX 2080 SUPER Series,,Y,6805,1050,350,28,60,1.6,PC,RGB,8,1680,1890,2000,2100,1574,1937,2150,2300,300,250,SLI,2.5,95,20,8-pin + 8-pin,RTX,10.2,10.5,10672,20669,1.9367503748125936,11562.0,23017.0,0.0496198,5.014e-05,-25.819,0.0486566,6.967e-05,-29.7478,0.023725,0.0418475,10.99498079,0.085745674,0.032456772,-108.1545758,,,,,,,,,105,Prefabs/GPU/ASUS/GPU_ASUS_ROG_Strix_GeForce_RTX2070_Super,ASUS ROG STRIX GeForce RTX 2080 SUPER Series,ASUS ROG STRIX GeForce RTX 2080 SUPER Series
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Super,Colorful,iGame GeForce RTX 2080 SUPER Advanced OC-V,,Y,6582,935,312,28,1,1.9,PC,RGB,8,1590,1845,2000,2100,1574,1937,2150,2300,315,250,SLI,2.5,95,20,8-pin + 8-pin,RTX,11.0,11.0,10309,20223,1.9616839654670677,11562.0,23017.0,0.0496198,5.014e-05,-25.819,0.0486566,6.967e-05,-29.7478,0.023725,0.0418475,10.99498079,0.085745674,0.032456772,-108.1545758,,,,,,,,,105,v1_9_0/Prefabs/GPU/Colorful/GPU_Colourful_iGame_GeForce_RTX_2080_SuperAdvanced-OC-V,Colorful iGame GeForce RTX 2080 SUPER Advanced OC-V,Colorful iGame GeForce RTX 2080 SUPER Advanced OC-V
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Super,Colorful,iGame GeForce RTX 2080 SUPER Vulcan X OC,,Y,6657,950,317,28,1,1.9,PC,RGB,8,1620,1860,2000,2100,1574,1937,2150,2300,318,250,SLI,3.0,95,20,8-pin + 8-pin,RTX,11.0,11.0,10430,20373,1.953307766059444,11562.0,23017.0,0.0496198,5.014e-05,-25.819,0.0486566,6.967e-05,-29.7478,0.023725,0.0418475,10.99498079,0.085745674,0.032456772,-108.1545758,,,,,,,,,105,v1_9_0/Prefabs/GPU/Colorful/GPU_iGame_GeForce_RTX_2080_SUPER_Vulcan_X_OC,Colorful iGame GeForce RTX 2080 SUPER Vulcan X OC,Colorful iGame GeForce RTX 2080 SUPER Vulcan X OC
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Super,EVGA,GeForce RTX 2080 SUPER BLACK GAMING,,Y,6433,960,320,28,80,1.7,PC,,8,1530,1815,2000,2100,1570,1935,2150,2300,270,250,SLI,2.0,95,20,8-pin + 8-pin,RTX,10.5,10.5,10067,19910,1.977749081156253,11562.0,23017.0,0.0496198,5.014e-05,-25.819,0.0486566,6.967e-05,-29.7478,0.023725,0.0418475,10.99498079,0.085745674,0.032456772,-108.1545758,,,,,,,,,105,v1_7_0/Prefabs/GPU/EVGA/GPU_EVGA_GeForce_RTX_2080_Super_Black_Gaming,EVGA GeForce RTX 2080 SUPER BLACK GAMING,EVGA GeForce RTX 2080 SUPER BLACK GAMING
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Super,GIGABYTE,AORUS GeForce RTX 2080 SUPER 8G,,Y,6657,1050,350,28,60,1.6,PC,RGB,8,1620,1860,2000,2100,1574,1937,2150,2300,290,250,SLI,2.5,95,20,8-pin + 8-pin,RTX,9.9,10.5,10430,20373,1.953307766059444,11562.0,23017.0,0.0496198,5.014e-05,-25.819,0.0486566,6.967e-05,-29.7478,0.023725,0.0418475,10.99498079,0.085745674,0.032456772,-108.1545758,,,,,,,,,105,Prefabs/GPU/GigaByte/GPU_AUROS_RTX_2080_And_Ti,GIGABYTE AORUS GeForce RTX 2080 SUPER 8G,GIGABYTE AORUS GeForce RTX 2080 SUPER 8G
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Super,GIGABYTE,GeForce RTX 2080 SUPER GAMING OC 8G,,Y,6582,980,327,28,65,1.7,PC,RGB,8,1590,1845,2000,2100,1570,1935,2150,2300,287,250,SLI,2.0,95,20,8-pin + 6-pin,RTX,10.5,10.5,10309,20211,1.9605199340382191,11562.0,23017.0,0.0496198,5.014e-05,-25.819,0.0486566,6.967e-05,-29.7478,0.023725,0.0418475,10.99498079,0.085745674,0.032456772,-108.1545758,,,,,,,,,105,v1_7_0/Prefabs/GPU/GigaByte/GPU_Gigabyte_Geforce_RTX2080_SuperGaming_OC_8GB,GIGABYTE GeForce RTX 2080 SUPER GAMING OC 8G,GIGABYTE GeForce RTX 2080 SUPER GAMING OC 8G
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Super,MSI,GeForce RTX 2080 SUPER GAMING X Trio,,Y,6582,935,312,28,1,1.9,PC,RGB,8,1590,1845,2000,2100,1574,1937,2150,2300,328,250,SLI,2.5,95,20,8-pin + 8-pin,RTX,11.0,11.0,10309,20223,1.9616839654670677,11562.0,23017.0,0.0496198,5.014e-05,-25.819,0.0486566,6.967e-05,-29.7478,0.023725,0.0418475,10.99498079,0.085745674,0.032456772,-108.1545758,,,,,,,,,105,v1_9_0/Prefabs/GPU/MSI/GPU_MSI_GeForce_RTX_2080_Super_Gaming_X_TRIO,MSI GeForce RTX 2080 SUPER GAMING X Trio,MSI GeForce RTX 2080 SUPER GAMING X Trio
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Super,MSI,GeForce RTX 2080 SUPER Ventus XS OC,,Y,6508,925,308,28,1,1.9,PC,,8,1560,1830,2000,2100,1574,1937,2150,2300,257,250,SLI,2.5,95,20,8-pin + 6-pin,RTX,11.0,11.0,10188,20073,1.9702591283863369,11562.0,23017.0,0.0496198,5.014e-05,-25.819,0.0486566,6.967e-05,-29.7478,0.023725,0.0418475,10.99498079,0.085745674,0.032456772,-108.1545758,,,,,,,,,105,v1_9_0/Prefabs/GPU/MSI/GPU_MSI_GeForce_RTX_2080_Super_Ventus_XS_OC,MSI GeForce RTX 2080 SUPER Ventus XS OC,MSI GeForce RTX 2080 SUPER Ventus XS OC
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Super,MSI,GeForce RTX 2080 SUPER™ AERO,,Y,6432,960,320,28,50,1.13,PC,,8,1530,1815,2000,2100,1100,1750,2150,2400,265,250,SLI,2.0,95,20,8-pin + 6-pin,RTX,10.5,10.5,10065,18800,1.0,11562.0,23017.0,0.0496198,5.014e-05,-25.819,0.0486566,6.967e-05,-29.7478,0.023725,0.0418475,10.99498079,0.085745674,0.032456772,-108.1545758,,,,,,,,,105,v1_13_0/Prefabs/GPU/MSI/GPU_MSI_GEFORCE_RTX_2080_SUPERAERO,MSI GeForce RTX 2080 SUPER™ AERO,MSI GeForce RTX 2080 SUPER™ AERO
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Super,ZOTAC,GAMING GeForce RTX 2080 SUPER Amp,,Y,6582,980,327,28,30,1.7,PC,RGB,8,1590,1845,2000,2100,1570,1935,2150,2300,298,250,SLI,2.0,95,20,8-pin + 8-pin,RTX,10.5,10.5,10309,20211,1.9605199340382191,11562.0,23017.0,0.0496198,5.014e-05,-25.819,0.0486566,6.967e-05,-29.7478,0.023725,0.0418475,10.99498079,0.085745674,0.032456772,-108.1545758,,,,,,,,,105,v1_7_0/Prefabs/GPU/ZOTAC/GPU_Zotac_Gaming_GeForce_RTX2080_Super_AMP,ZOTAC GAMING GeForce RTX 2080 SUPER Amp,ZOTAC GAMING GeForce RTX 2080 SUPER Amp
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Super,ZOTAC,GAMING GeForce RTX 2080 SUPER Amp Extreme,,Y,6731,1000,333,28,30,1.7,PC,RGB,8,1650,1875,2000,2100,1570,1935,2150,2300,324,250,SLI,2.5,95,20,8-pin + 8-pin,RTX,10.6,10.5,10551,20509,1.943796796512179,11562.0,23017.0,0.0496198,5.014e-05,-25.819,0.0486566,6.967e-05,-29.7478,0.023725,0.0418475,10.99498079,0.085745674,0.032456772,-108.1545758,,,,,,,,,105,v1_7_0/Prefabs/GPU/ZOTAC/GPU_Zotac_Gaming_GeForce_RTX2080_Super_AMP_Extreme,ZOTAC GAMING GeForce RTX 2080 SUPER Amp Extreme,ZOTAC GAMING GeForce RTX 2080 SUPER Amp Extreme
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Super,ZOTAC,GAMING GeForce RTX 2080 SUPER Twin Fan,,Y,6433,950,317,28,30,1.7,PC,RGB,8,1530,1815,2000,2100,1570,1935,2150,2300,268,250,SLI,2.0,95,20,8-pin + 6-pin,RTX,10.6,10.5,10067,19910,1.977749081156253,11562.0,23017.0,0.0496198,5.014e-05,-25.819,0.0486566,6.967e-05,-29.7478,0.023725,0.0418475,10.99498079,0.085745674,0.032456772,-108.1545758,,,,,,,,,105,v1_7_0/Prefabs/GPU/ZOTAC/GPU_Zotac_Gaming_GeForce_RTX2080_Super_TwinFan,ZOTAC GAMING GeForce RTX 2080 SUPER Twin Fan,ZOTAC GAMING GeForce RTX 2080 SUPER Twin Fan
GPU - Water,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Super,EVGA,GeForce RTX 2080 SUPER FTW3 HYDRO COPPER GAMING,,Y,6582,1350,450,26,1,1.9,PC,RGB,8,1390,1845,2090,2300,1374,1937,2247,2500,290,250,SLI,2.0,95,20,8-pin + 8-pin,RTX,7.6,,10309,20223,1.9616839654670677,,,0.0496198,5.014e-05,-25.819,0.0486566,6.967e-05,-29.7478,0.023725,0.0418475,10.99498079,0.085745674,0.032456772,-108.1545758,2000.0,2150.0,4.5,5.0,,,,,105,v1_9_0/Prefabs/GPU/EVGA/GPU_EVGA_GeForce_RTX_2080_Super_FTW3_Ultra_Hydro_Cooper_Gaming,EVGA GeForce RTX 2080 SUPER FTW3 HYDRO COPPER GAMING,EVGA GeForce RTX 2080 SUPER FTW3 HYDRO COPPER GAMING
GPU - Water,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Super,GIGABYTE,AORUS GeForce RTX 2080 SUPER WATERFORCE WB 8G,,Y,6657,1400,467,29,50,1.6,PC,RGB,8,1520,1860,2086,2200,1474,1937,2242,2400,291,250,SLI,2.0,95,20,8-pin + 8-pin,RTX,7.5,,10430,20373,1.953307766059444,,,0.0496198,5.014e-05,-25.819,0.0486566,6.967e-05,-29.7478,0.023725,0.0418475,10.99498079,0.085745674,0.032456772,-108.1545758,2000.0,2150.0,4.3,5.0,,,,,105,Prefabs/GPU/GigaByte/GPU_AORUS_RTX_2080_SUPER_WATERFORCE,GIGABYTE AORUS GeForce RTX 2080 SUPER WATERFORCE WB 8G,GIGABYTE AORUS GeForce RTX 2080 SUPER WATERFORCE WB 8G
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Ti,ASUS,ROG Strix Geforce RTX 2080 Ti 11GB Gaming,,Y,6984,1030,343,28,50,1.8,PC,RGB,11,920,1560,1960,2200,1400,1750,1950,2100,304,250,SLI,2.5,95,20,8-pin + 8-pin,RTX,10.5,10.5,10801,19185,1.7762244236644755,14164.0,25810.0,0.049184,0.008357,-21.5075,0.045342,0.007908,-22.257,0.05971,0.084504,-117.921,0.058653,0.082351,-124.174,,,,,,,,,105,v1_8_0/Prefabs/GPU/ASUS/GPU_ASUS_ROG_Strix_Geforce_RTX_2080_Ti_11G_Gaming,ASUS ROG Strix Geforce RTX 2080 Ti 11GB Gaming,ASUS ROG Strix Geforce RTX 2080 Ti 11GB Gaming
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Ti,Colorful,iGame GeForce RTX 2080 Ti Advanced OC,,Y,7353,1200,400,28,1,1.5,PC,RGB,11,1070,1635,1960,2200,1400,1750,1950,2100,304,250,SLI,2.5,95,20,8-pin + 8-pin,RTX,9.5,10.0,11382,19914,1.7496046389035318,14164.0,25810.0,0.049184,0.008357,-21.5075,0.045342,0.007908,-22.257,0.05971,0.084504,-117.921,0.058653,0.082351,-124.174,,,,,,,,,105,Prefabs/GPU/Colorful/GPU_Colorful_iGame_GeForce_RTX2080Ti_Advanced_OC,Colorful iGame GeForce RTX 2080 Ti Advanced OC,Colorful iGame GeForce RTX 2080 Ti Advanced OC
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Ti,Colorful,iGame GeForce RTX 2080 Ti Vulcan X OC,,Y,8017,1320,440,28,30,1.5,PC,RGB,11,1440,1770,1960,2100,1400,1750,1950,2100,318,250,SLI,2.5,95,20,8-pin + 8-pin + 8-pin,RTX,9.4,11.5,12427,21226,1.7080550414420215,14164.0,25810.0,0.049184,0.008357,-21.5075,0.045342,0.007908,-22.257,0.05971,0.084504,-117.921,0.058653,0.082351,-124.174,,,,,,,,,105,Prefabs/GPU/Colorful/GPU_Igame_geforce_RTX_2080_Ti_Vulcan_OC,Colorful iGame GeForce RTX 2080 Ti Vulcan X OC,Colorful iGame GeForce RTX 2080 Ti Vulcan X OC
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Ti,EVGA,GeForce RTX 2080 Ti FTW3 ULTRA GAMING,,Y,7943,1240,413,27,40,1.1,,RGB,11,1410,1755,1960,2100,1400,1750,1950,2100,302,250,SLI,3.0,95,20,8-pin + 8-pin,RTX,9.9,10.0,12311,21080,1.7122898221103078,14164.0,25810.0,0.049184,0.008357,-21.5075,0.045342,0.007908,-22.257,0.05971,0.084504,-117.921,0.058653,0.082351,-124.174,,,,,,,,,105,Prefabs/GPU/EVGA/GPU_EVGA_GEFORCE_RTX_2080TI,EVGA GeForce RTX 2080 Ti FTW3 ULTRA GAMING,EVGA GeForce RTX 2080 Ti FTW3 ULTRA GAMING
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Ti,EVGA,GeForce RTX 2080Ti XC BLACK EDITION GAMING,,Y,6984,1080,360,27,80,1.7,PC,RGB,11,920,1560,1960,2200,1400,1750,1950,2100,269,250,SLI,2.0,95,20,8-pin + 8-pin,RTX,10.0,10.0,10801,19185,1.7762244236644755,14164.0,25810.0,0.049184,0.008357,-21.5075,0.045342,0.007908,-22.257,0.05971,0.084504,-117.921,0.058653,0.082351,-124.174,,,,,,,,,105,v1_7_0/Prefabs/GPU/EVGA/GPU_EVGA_GeForce_RTX_2080_Ti_XC_Black_Edition_Gaming,EVGA GeForce RTX 2080Ti XC BLACK EDITION GAMING,EVGA GeForce RTX 2080Ti XC BLACK EDITION GAMING
GPU,NVIDIA GeForce,RTX 2000,GeForce RTX 2080 Ti,GIGABYTE,AORUS GeForce RTX 2080 Ti XTREME 11G,,Y,8031,1310,437,27,80,1.1,,RGB,11,1440,1770,1960,2100,1434,1767,1950,2100,290,250,SLI,2.5,95,20,8-pin + 8-pin,RTX,9.5,10.0,12450,21459,1.7236144578313253,14164.0,25810.0,0.049184,0.008357,-21.5075,0.045342,0.007908,-22.257,0.05971,0.084504,-117.921,0.058653,0.082351,-124.174,,,,,,,,,105,Prefabs/GPU/GigaByte/GPU_AUROS_RTX_2080_And_Ti,GIGABYTE AORUS GeForce RTX 2080 Ti XTREME 11G,GIGABYTE AORUS GeForce RTX 2080 Ti XTREME 11G
