Part Type,Manufacturer,Part Name,HEM,In Shop,Price,Sell Price,Level,Level %,Steam Version,Platform Lock,Is DLC,Lighting,Size,Mini-ITX,Micro-ATX,S-ATX,E-ATX,XL-ATX,SSI-EEB,PSU ATX,PSU SFX,Max 120mm Radiators,Max 140mm Radiators,Max PSU length,Max GPU length,Max CPU Fan Height,Exclude From Random Jobs,Use For WC Jobs,DLC Epic Id,Is Open Bench,Case Fan Type 1 Count,Case Fan Type 1 Model,Case Fan Type 1 Decorator,Case Fan Type 2 Count,Case Fan Type 2 Model,Case Fan Type 2 Decorator,Case Fan Type 3 Count,Case Fan Type 3 Model,Case Fan Type 3 Decorator,Restricted GPU length,Inherent Cooling,Price of Case Fans,Price of Case Without Case Fans,DLC2 Random Jobs,Asset Path,Full Part Name
Case,Fractal Design,Vector RS TG (Glass Lid),,Y,180,60,21,80,1.8,PC,,RGB,Mid Tower,Y,Y,Y,Y,,,Y,,3,3,300.0,440,185,,,,,0,,,,,,,,,,0.0,0,180,Exclude,v1_8_0/Prefabs/Cases/Fractal Design/CAS_FractalDesign_Vector_RS_Glass,Fractal Design Vector RS TG (Glass Lid),Fractal Design Vector RS TG (Glass Lid)
Case,FSP,CMT340,,Y,100,33,14,30,1.4,PC,,,Mid Tower,Y,Y,Y,,,,Y,,3,1,170.0,350,160,,Y,,,4,FSP CMT510,,,,,,,,,0.0,60,40,Exclude,Prefabs/Cases/FSP/CAS_FSP_CMT340,FSP CMT340,FSP CMT340
Case,FSP,CMT510 Plus,,Y,130,43,14,30,1.4,PC,,,Mid Tower,Y,Y,Y,,,,Y,,3,2,311.0,400,165,,Y,,,4,FSP CMT510,,,,,,,,,0.0,60,70,,Prefabs/Cases/FSP/CAS_FSP_CMT510,FSP CMT510 Plus,FSP CMT510 Plus
Case,FSP,CMT520 Plus,,Y,130,43,14,30,1.4,PC,,,Mid Tower,Y,Y,Y,Y,,,Y,,3,3,200.0,423,163,,Y,,,4,FSP CMT520,,,,,,,,,0.0,60,70,,Prefabs/Cases/FSP/CAS_FSP_CMT520,FSP CMT520 Plus,FSP CMT520 Plus
Case,GamerStorm,Genome ROG Certified Edition,,Y,280,93,28,60,1.0,,,RGB,Mid Tower,Y,Y,Y,Y,,,Y,,3,2,200.0,330,170,,Y,,,1,Mortoni Heat Away 120,,,,,,,,,0.0,7,273,Exclude,Prefabs/Cases/Deepcool/CAS_Deepcool_GenomeIIROG_Edition,GamerStorm Genome ROG Certified Edition,GamerStorm Genome ROG Certified Edition
Case,GamerStorm,NEW ARK 90,,Y,300,100,28,70,1.0,,,RGB,Mid Tower,Y,Y,Y,Y,,,Y,,3,3,200.0,400,186,,Y,,,4,Deepcool RF 140,,,,,,,,,0.0,100,200,,Prefabs/Cases/Deepcool/Deepcool_NewArk_90,GamerStorm NEW ARK 90,GamerStorm NEW ARK 90
Case,GamerStorm,Quadstellar,,Y,400,133,30,70,1.0,,,RGB,Mid Tower,Y,Y,Y,Y,,,Y,,2,0,300.0,380,110,,Y,,,5,Mortoni Heat Away 120,,,,,,,,,0.0,35,365,Exclude,Prefabs/Cases/Deepcool/DeepCool_Quadstellar,GamerStorm Quadstellar,GamerStorm Quadstellar
Case,GamerStorm,Quadstellar Electro Limited Edition,,Y,450,150,30,90,1.0,,,RGB,Mid Tower,Y,Y,Y,Y,,,Y,,2,0,300.0,380,110,,Y,,,5,Mortoni Heat Away 120,,,,,,,,,0.0,35,415,,Prefabs/Cases/Deepcool/DeepCool_Quadstellar_Electro,GamerStorm Quadstellar Electro Limited Edition,GamerStorm Quadstellar Electro Limited Edition
Case,GamerStorm,TRISTELLAR SW,,Y,500,167,30,50,1.0,,,,Micro,Y,,,,,,Y,,1,0,160.0,320,80,,,,,1,Mortoni Heat Away 90,,,,,,,,,0.0,5,495,,Prefabs/Cases/Deepcool/DeepCool_Tristellar,GamerStorm TRISTELLAR SW,GamerStorm TRISTELLAR SW
Case,InWin,303-MSI Dragon Edition,,Y,160,53,15,40,1.0,,,RGB,Mid Tower,Y,Y,Y,,,,Y,,3,0,180.0,350,160,,Y,,,0,,,,,,,,,,0.0,0,160,Exclude,Prefabs/Cases/InWin/InWin_303_MSI_Edition,InWin 303-MSI Dragon Edition,InWin 303-MSI Dragon Edition
Case,InWin,309,,Y,470,157,25,1,1.8,PC,,RGB,Mid Tower,Y,Y,Y,,,,Y,,3,0,200.0,350,160,Y,Y,,,4,InWin EGO AE120,,,,,,,,,0.0,120,350,Exclude,v1_8_0/Prefabs/Cases/InWin/CAS_InWin_309,InWin 309,InWin 309
Case,InWin,925,,Y,500,167,32,1,1.13,PC,,RGB,Full Tower,Y,Y,Y,Y,Y,,Y,,3,3,300.0,512,170,Y,Y,,,0,,,,,,,,,,0.0,0,500,Exclude,v1_13_0/Prefabs/Cases/InWin/CAS_InWin_925,InWin 925,InWin 925
Case,InWin,A1 (Black),,Y,200,67,6,60,1.2,,,RGB,Cube,Y,,,,,,Y,,1,0,140.0,320,160,,,,,0,,,,,,,,,,0.0,0,200,Exclude,Prefabs/Cases/InWin/CAS_InWin_A1_Black,InWin A1 (Black),InWin A1 (Black)
Case,InWin,A1 (White),,Y,200,67,6,60,1.2,,,RGB,Cube,Y,,,,,,Y,,1,0,140.0,320,160,,,,,0,,,,,,,,,,0.0,0,200,Exclude,Prefabs/Cases/InWin/CAS_InWin_A1,InWin A1 (White),InWin A1 (White)
Case,Kolink,Big Chungus,,Y,220,73,12,80,1.7,PC,,,Full Tower,Y,Y,Y,Y,,,Y,,4,0,220.0,335,175,Y,Y,,,5,Mortoni Heat Away RGB 120,,,,,,,,,0.0,50,170,,v1_7_0/Prefabs/Cases/Kolink/CAS_Kolink_Big_Chungus,Kolink Big Chungus,Kolink Big Chungus
Case,Kolink,Ethereal,,Y,60,20,12,20,1.7,PC,,RGB,Mid Tower,Y,Y,Y,Y,,,Y,,2,2,200.0,380,160,,Y,,,1,Kolink Fan 120,,,,,,,,,0.0,11,49,Exclude,v1_7_0/Prefabs/Cases/Kolink/CAS_Kolink_Ethereal,Kolink Ethereal,Kolink Ethereal
Case,Kolink,Observatory (Black),,Y,70,23,12,20,1.7,PC,,RGB,Mid Tower,Y,Y,Y,Y,,,Y,,2,2,200.0,380,160,,Y,,,4,Mortoni Heat Away Pro RGB 120,,,,,,,,,0.0,48,22,Exclude,v1_7_0/Prefabs/Cases/Kolink/CAS_Kolink_Observatory_Black,Kolink Observatory (Black),Kolink Observatory (Black)
Case,Kolink,Observatory (White),,Y,70,23,12,20,1.7,PC,,RGB,Mid Tower,Y,Y,Y,Y,,,Y,,2,2,200.0,380,160,,Y,,,4,Mortoni Heat Away Pro RGB 120,,,,,,,,,0.0,48,22,Exclude,v1_7_0/Prefabs/Cases/Kolink/CAS_Kolink_Observatory_White,Kolink Observatory (White),Kolink Observatory (White)
Case,Kolink,Stronghold (Black),,Y,45,15,12,20,1.7,PC,,,Mid Tower,Y,Y,Y,Y,,,Y,,2,2,200.0,380,160,,Y,,,2,Kolink Fan 120,,,,,,,,,0.0,22,23,,v1_7_0/Prefabs/Cases/Kolink/CAS_Kolink_Stronghold_Black,Kolink Stronghold (Black),Kolink Stronghold (Black)
Case,Kolink,Stronghold (White),,Y,45,15,12,20,1.7,PC,,,Mid Tower,Y,Y,Y,Y,,,Y,,2,2,200.0,380,160,,Y,,,2,Kolink Fan 120,,,,,,,,,0.0,22,23,,v1_7_0/Prefabs/Cases/Kolink/CAS_Kolink_Stronghold_White,Kolink Stronghold (White),Kolink Stronghold (White)
Case,Lian Li,LANCOOL ONE Digital (Gold),,Y,100,33,9,30,1.4,PC,,RGB,Mid Tower,Y,Y,Y,Y,,,Y,,3,2,224.0,420,175,,Y,,,2,Mortoni Heat Away 120,,,,,,,,,0.0,14,86,Exclude,Prefabs/Cases/LianLi/CAS_LianLi_Lancool_One_Digital_Gold,Lian Li LANCOOL ONE Digital (Gold),Lian Li LANCOOL ONE Digital (Gold)
Case,Lian Li,LANCOOL ONE Digital (White),,Y,100,33,9,30,1.4,PC,,RGB,Mid Tower,Y,Y,Y,Y,,,Y,,3,2,224.0,420,175,,Y,,,2,Mortoni Heat Away 120,,,,,,,,,0.0,14,86,Exclude,Prefabs/Cases/LianLi/CAS_LianLi_Lancool_One_Digital,Lian Li LANCOOL ONE Digital (White),Lian Li LANCOOL ONE Digital (White)
Case,Lian Li,O11D XL-S,,Y,200,67,14,1,1.7,PC,,RGB,Mid Tower,Y,Y,Y,Y,,,Y,,3,2,280.0,446,167,,Y,,,0,,,,,,,,,,0.0,0,200,,v1_7_0/Prefabs/Cases/LianLi/CAS_LianLi_o11_Dynamic_XL_Silver,Lian Li O11D XL-S,Lian Li O11D XL-S
Case,Lian Li,O11D XL-W,,Y,200,67,14,1,1.7,PC,,RGB,Mid Tower,Y,Y,Y,Y,,,Y,,3,2,280.0,446,167,,Y,,,0,,,,,,,,,,0.0,0,200,Exclude,v1_7_0/Prefabs/Cases/LianLi/CAS_LianLi_o11_Dynamic_XL_White,Lian Li O11D XL-W,Lian Li O11D XL-W
Case,Lian Li,O11D XL-X,,Y,200,67,14,1,1.7,PC,,RGB,Mid Tower,Y,Y,Y,Y,,,Y,,3,2,280.0,446,167,,Y,,,0,,,,,,,,,,0.0,0,200,Exclude,v1_7_0/Prefabs/Cases/LianLi/CAS_LianLi_o11_Dynamic_XL_Black,Lian Li O11D XL-X,Lian Li O11D XL-X
Case,Lian Li,PC-O11 Dynamic,,Y,160,53,9,60,1.4,PC,,RGB,Mid Tower,Y,Y,Y,Y,,,Y,,3,0,210.0,420,155,Y,Y,,,0,,,,,,,,,,0.0,0,160,Exclude,Prefabs/Cases/LianLi/CAS_LianLi_o11_Dynamic_Razer,Lian Li PC-O11 Dynamic,Lian Li PC-O11 Dynamic
Case,Lian Li,TU150 (Black + Window),,Y,110,37,28,65,1.6,PC,,,Cube,Y,,,,,,,Y,1,0,140.0,320,165,Y,Y,,,0,,,,,,,,,,0.0,0,110,Exclude,Prefabs/Cases/LianLi/CAS_LianLi_TU150_Black_Window,Lian Li TU150 (Black + Window),Lian Li TU150 (Black + Window)
Case,Lian Li,TU150 (Black),,Y,110,37,28,65,1.6,PC,,,Cube,Y,,,,,,,Y,1,0,140.0,320,165,Y,Y,,,0,,,,,,,,,,0.0,0,110,Exclude,Prefabs/Cases/LianLi/CAS_LianLi_TU150_Black,Lian Li TU150 (Black),Lian Li TU150 (Black)
Case,Lian Li,TU150 (Silver + Window),,Y,110,37,28,65,1.6,PC,,,Cube,Y,,,,,,,Y,1,0,140.0,320,165,Y,Y,,,0,,,,,,,,,,0.0,0,110,Exclude,Prefabs/Cases/LianLi/CAS_LianLi_TU150_Silver_Window,Lian Li TU150 (Silver + Window),Lian Li TU150 (Silver + Window)
Case,Lian Li,TU150 (Silver),,Y,110,37,28,65,1.6,PC,,,Cube,Y,,,,,,,Y,1,0,140.0,320,165,Y,Y,,,0,,,,,,,,,,0.0,0,110,Exclude,Prefabs/Cases/LianLi/CAS_LianLi_TU150_Silver,Lian Li TU150 (Silver),Lian Li TU150 (Silver)
Case,MSI,MPG Gungnir 100,,Y,130,43,6,40,1.2,,,RGB,Mid Tower,Y,Y,Y,Y,,,Y,,3,3,200.0,400,170,,Y,,,1,CORSAIR SP120 RGB LED,,3.0,Mortoni Heat Away 120,,,,,,0.0,56,74,Exclude,Prefabs/Cases/MSI/CAS_MSI_Gungnir100,MSI MPG Gungnir 100,MSI MPG Gungnir 100
Case,MSI,MPG Gungnir 110R,,Y,110,37,8,80,1.10.5,PC,,RGB,Mid Tower,Y,Y,Y,,,,Y,,3,3,180.0,340,190,,Y,,,3,MSI 120mm ARGB (Silver Logo),,1.0,MSI 120mm ARGB (Black Logo),,,,,,0.0,80,30,,v1_10_0/Prefabs/Cases/MSI/CAS_MSI_MPG_GUNGNIR_110R,MSI MPG Gungnir 110R,MSI MPG Gungnir 110R
Case,MSI,MPG MAG Vampiric 010,,Y,50,17,8,40,1.7,PC,,RGB,Mid Tower,Y,Y,Y,Y,,,Y,,3,3,200.0,400,170,,Y,,,0,,,,,,,,,,0.0,0,50,Exclude,v1_7_0/Prefabs/Cases/MSI/CAS_MSI_MAG_Vampiric_010,MSI MPG MAG Vampiric 010,MSI MPG MAG Vampiric 010
Case,MSI,MPG SEKIRA 500G,,Y,190,63,8,60,1.7,PC,,RGB,Mid Tower,Y,Y,Y,Y,,,Y,,3,2,200.0,400,170,,Y,,,1,MSI 120mm,,2.0,MSI 200mm,,,,,,0.0,120,70,Exclude,v1_7_0/Prefabs/Cases/MSI/CAS_MSI_MPG_Sekira_500_G,MSI MPG SEKIRA 500G,MSI MPG SEKIRA 500G
Case,MSI,MPG SEKIRA 500P,,Y,180,60,8,60,1.7,PC,,RGB,Mid Tower,Y,Y,Y,Y,,,Y,,3,2,200.0,400,170,,Y,,,4,MSI 120mm,,,,,,,,,0.0,160,20,Exclude,v1_7_0/Prefabs/Cases/MSI/CAS_MSI_MPG_Sekira_500_P,MSI MPG SEKIRA 500P,MSI MPG SEKIRA 500P
Case,MSI,MPG SEKIRA 500X,,Y,220,73,8,60,1.7,PC,,RGB,Mid Tower,Y,Y,Y,Y,,,Y,,3,2,200.0,400,170,,Y,,,1,MSI 120mm RGB,,3.0,MSI MAG MAX F20A-1,,1.0,MSI 200mm,,,0.0,200,20,Exclude,v1_7_0/Prefabs/Cases/MSI/CAS_MSI_MPG_Sekira_500_X,MSI MPG SEKIRA 500X,MSI MPG SEKIRA 500X
Case,NZXT,H200 (Black + Blue),,Y,90,30,29,30,1.0,,,,Micro,Y,,,,,,Y,Y,2,0,311.0,325,165,,,,,2,NZXT Aer P 120mm (Black),,,,,,,,,0.0,34,56,Exclude,Prefabs/Cases/NZXT/CAS_NZXT_H200i_Blue,NZXT H200 (Black + Blue),NZXT H200 (Black + Blue)
Case,NZXT,H200 (Black + Red),,Y,90,30,29,60,1.0,,,,Micro,Y,,,,,,Y,Y,2,0,311.0,325,165,,,,,2,NZXT Aer P 120mm (Black),,,,,,,,,0.0,34,56,Exclude,Prefabs/Cases/NZXT/CAS_NZXT_H200i_Red,NZXT H200 (Black + Red),NZXT H200 (Black + Red)
Case,NZXT,H200 (Black),,Y,90,30,29,1,1.0,,,,Micro,Y,,,,,,Y,Y,2,0,311.0,325,165,,,,,2,NZXT Aer P 120mm (Black),,,,,,,,,0.0,34,56,Exclude,Prefabs/Cases/NZXT/CAS_NZXT_H200i_Black,NZXT H200 (Black),NZXT H200 (Black)
Case,NZXT,H200 (White),,Y,90,30,29,1,1.0,,,,Micro,Y,,,,,,Y,Y,2,0,311.0,325,165,,,,,2,NZXT Aer P 120mm (Black),,,,,,,,,0.0,34,56,Exclude,Prefabs/Cases/NZXT/CAS_NZXT_H200i_White,NZXT H200 (White),NZXT H200 (White)
Case,NZXT,H210i (Black + Red),,Y,120,40,20,1,1.5,,,RGB,Micro,Y,,,,,,Y,,2,0,311.0,325,165,,,,,2,NZXT Aer P 120mm (Black),,,,,,,,,0.0,34,86,Exclude,Prefabs/Cases/NZXT/CAS_NZXT_H210I,NZXT H210i (Black + Red),NZXT H210i (Black + Red)
Case,NZXT,H210i (Black + White),,Y,120,40,20,1,1.5,,,RGB,Micro,Y,,,,,,Y,,2,0,311.0,325,165,,,,,2,NZXT Aer P 120mm (Black),,,,,,,,,0.0,34,86,Exclude,Prefabs/Cases/NZXT/CAS_NZXT_H210I_White,NZXT H210i (Black + White),NZXT H210i (Black + White)
Case,NZXT,H210i (Black),,Y,120,40,20,1,1.5,,,RGB,Micro,Y,,,,,,Y,,2,0,311.0,325,165,,,,,2,NZXT Aer P 120mm (Black),,,,,,,,,0.0,34,86,,Prefabs/Cases/NZXT/CAS_NZXT_H210I_Black,NZXT H210i (Black),NZXT H210i (Black)
Case,NZXT,H400 (Black + Blue),,Y,110,37,29,30,1.0,,,,Micro,Y,Y,,,,,Y,,2,2,300.0,411,164,,Y,,,3,NZXT Aer P 120mm (Black),,,,,,,,,0.0,51,59,Exclude,Prefabs/Cases/NZXT/NZXT_H400i (Black_Blue),NZXT H400 (Black + Blue),NZXT H400 (Black + Blue)
Case,NZXT,H400 (Black + Red),,Y,110,37,29,60,1.0,,,,Micro,Y,Y,,,,,Y,,2,2,300.0,411,164,,Y,,,3,NZXT Aer P 120mm (Black),,,,,,,,,0.0,51,59,Exclude,Prefabs/Cases/NZXT/NZXT_H400i (Black_Red),NZXT H400 (Black + Red),NZXT H400 (Black + Red)
Case,NZXT,H400 (Black),,Y,110,37,29,1,1.0,,,,Micro,Y,Y,,,,,Y,,2,2,300.0,411,164,,Y,,,3,NZXT Aer P 120mm (Black),,,,,,,,,0.0,51,59,Exclude,Prefabs/Cases/NZXT/NZXT_H400i,NZXT H400 (Black),NZXT H400 (Black)
Case,NZXT,H400 (White),,Y,110,37,29,1,1.0,,,,Micro,Y,Y,,,,,Y,,2,2,300.0,411,164,,Y,,,3,NZXT Aer P 120mm (Black),,,,,,,,,0.0,51,59,Exclude,Prefabs/Cases/NZXT/NZXT_H400i (White_Black),NZXT H400 (White),NZXT H400 (White)
Case,NZXT,H440 - Designed by Razer,,Y,200,67,11,60,1.0,,,Green,Mid Tower,Y,Y,Y,,,,Y,,3,2,250.0,406,180,,Y,,,3,Mortoni Heat Away 120,,1.0,Mortoni Heat Away 140,,,,,294.0,0.0,28,172,Exclude,Prefabs/Cases/NZXT/NZXT_H440_Razer,NZXT H440 - Designed by Razer,NZXT H440 - Designed by Razer
Case,NZXT,H440 (Black + Blue),,Y,120,40,10,20,1.0,,,RGB,Mid Tower,Y,Y,Y,,,,Y,,3,2,250.0,428,180,,Y,,,1,Mortoni Heat Away 140,,3.0,Mortoni Heat Away 120,,,,,294.0,0.0,28,92,Exclude,Prefabs/Cases/NZXT/NZXT_440h_Black_Blue,NZXT H440 (Black + Blue),NZXT H440 (Black + Blue)
Case,NZXT,H440 (Black + Green),,Y,120,40,10,80,1.0,,,RGB,Mid Tower,Y,Y,Y,,,,Y,,3,2,250.0,428,180,,Y,,,1,Mortoni Heat Away 140,,3.0,Mortoni Heat Away 120,,,,,294.0,0.0,28,92,Exclude,Prefabs/Cases/NZXT/NZXT_440h_Black_Green,NZXT H440 (Black + Green),NZXT H440 (Black + Green)
Case,NZXT,H440 (Black + Orange),,Y,120,40,10,60,1.0,,,RGB,Mid Tower,Y,Y,Y,,,,Y,,3,2,250.0,428,180,,Y,,,1,Mortoni Heat Away 140,,3.0,Mortoni Heat Away 120,,,,,294.0,0.0,28,92,Exclude,Prefabs/Cases/NZXT/NZXT_440h_Black_Orange,NZXT H440 (Black + Orange),NZXT H440 (Black + Orange)
Case,NZXT,H440 (Black + Red),,Y,120,40,10,40,1.0,,,RGB,Mid Tower,Y,Y,Y,,,,Y,,3,2,250.0,428,180,,Y,,,1,Mortoni Heat Away 140,,3.0,Mortoni Heat Away 120,,,,,294.0,0.0,28,92,Exclude,Prefabs/Cases/NZXT/NZXT_440h_Black_Red,NZXT H440 (Black + Red),NZXT H440 (Black + Red)
Case,NZXT,H440 (Black),,Y,120,40,10,1,1.0,,,RGB,Mid Tower,Y,Y,Y,,,,Y,,3,2,250.0,428,180,,Y,,,1,Mortoni Heat Away 140,,3.0,Mortoni Heat Away 120,,,,,294.0,0.0,28,92,Exclude,Prefabs/Cases/NZXT/NZXT_440h_Black,NZXT H440 (Black),NZXT H440 (Black)
Case,NZXT,H440 (PC Building Simulator Limited Edition),,Y,180,60,11,90,1.0,,,RGB,Mid Tower,Y,Y,Y,,,,Y,,3,2,250.0,428,180,,Y,,,1,Mortoni Heat Away 140,,3.0,Mortoni Heat Away 120,,,,,294.0,0.0,28,152,Exclude,Prefabs/Cases/NZXT/NZXT_440h_PCBS,NZXT H440 (PC Building Simulator Limited Edition),NZXT H440 (PC Building Simulator Limited Edition)
Case,NZXT,H440 (White + Purple),,Y,120,40,11,1,1.0,,,RGB,Mid Tower,Y,Y,Y,,,,Y,,3,2,250.0,428,180,,Y,,,1,Mortoni Heat Away 140,,3.0,Mortoni Heat Away 120,,,,,294.0,0.0,28,92,Exclude,Prefabs/Cases/NZXT/NZXT_440h_White_Purple,NZXT H440 (White + Purple),NZXT H440 (White + Purple)
Case,NZXT,H440 (White),,Y,120,40,10,1,1.0,,,RGB,Mid Tower,Y,Y,Y,,,,Y,,3,2,250.0,428,180,,Y,,,1,Mortoni Heat Away 140,,3.0,Mortoni Heat Away 120,,,,,294.0,0.0,28,92,Exclude,Prefabs/Cases/NZXT/NZXT_440h,NZXT H440 (White),NZXT H440 (White)
Case,NZXT,H440 Hyper Beast,,Y,200,67,11,30,1.0,,,RGB,Mid Tower,Y,Y,Y,,,,Y,,3,2,250.0,428,180,,Y,,,1,Mortoni Heat Away 140,,3.0,Mortoni Heat Away 120,,,,,294.0,0.0,28,172,Exclude,Prefabs/Cases/NZXT/NZXT_H440_HyperBeast_Elite,NZXT H440 Hyper Beast,NZXT H440 Hyper Beast
Case,NZXT,H500 - Re-Animator,,Y,200,67,26,90,1.0,,Y,,Mid Tower,Y,Y,Y,,,,Y,,2,2,,381,165,,Y,e2d9600e8fa34c418a98942e176118c0,,2,NZXT Aer P 120mm (Black),,,,,,,,,0.0,34,166,Exclude,Prefabs/Cases/NZXT/NZXT_H500_CollectorsEdition,NZXT H500 - Re-Animator,NZXT H500 - Re-Animator
Case,NZXT,H500 - Split,,Y,200,67,26,90,1.2,,Y,,Mid Tower,Y,Y,Y,,,,Y,,2,2,,381,165,,Y,e2d9600e8fa34c418a98942e176118c0,,2,NZXT Aer P 120mm (Black),,,,,,,,,0.0,34,166,Exclude,Prefabs/Cases/NZXT/NZXT_H500_CollectorsEdition_Split,NZXT H500 - Split,NZXT H500 - Split
Case,NZXT,H500 (Black + Blue),,Y,100,33,26,80,1.0,,,,Mid Tower,Y,Y,Y,,,,Y,,2,2,,381,165,,Y,,,2,NZXT Aer P 120mm (Black),,,,,,,,,0.0,34,66,Exclude,Prefabs/Cases/NZXT/NZXT_H500_Blue,NZXT H500 (Black + Blue),NZXT H500 (Black + Blue)
Case,NZXT,H500 (Black + Red),,Y,100,33,26,60,1.0,,,,Mid Tower,Y,Y,Y,,,,Y,,2,2,,381,165,,Y,,,2,NZXT Aer P 120mm (Black),,,,,,,,,0.0,34,66,Exclude,Prefabs/Cases/NZXT/NZXT_H500_Red,NZXT H500 (Black + Red),NZXT H500 (Black + Red)
Case,NZXT,H500 (Black),,Y,100,33,26,1,1.0,,,,Mid Tower,Y,Y,Y,,,,Y,,2,2,,381,165,,Y,,,2,NZXT Aer P 120mm (Black),,,,,,,,,0.0,34,66,Exclude,Prefabs/Cases/NZXT/NZXT_H500_Black,NZXT H500 (Black),NZXT H500 (Black)
Case,NZXT,H500 (White),,Y,100,33,26,30,1.0,,,,Mid Tower,Y,Y,Y,,,,Y,,2,2,,381,165,,Y,,,2,NZXT Aer P 120mm (Black),,,,,,,,,0.0,34,66,Exclude,Prefabs/Cases/NZXT/NZXT_H500_White,NZXT H500 (White),NZXT H500 (White)
Case,NZXT,H510 Elite (Black + White),,Y,170,57,20,25,1.5,PC,,RGB,Mid Tower,Y,Y,Y,,,,Y,,2,2,311.0,368,165,,Y,,,1,NZXT Aer P 120mm (Black),,1.0,NZXT Aer P 140mm (Black),,2.0,NZXT Aer P 140mm (White),,,0.0,68,102,Exclude,Prefabs/Cases/NZXT/CAS_NZXT_H510_Elite_White,NZXT H510 Elite (Black + White),NZXT H510 Elite (Black + White)
Case,NZXT,H510 Elite (Black),,Y,170,57,20,25,1.5,PC,,RGB,Mid Tower,Y,Y,Y,,,,Y,,2,2,311.0,368,165,,Y,,,1,NZXT Aer P 120mm (Black),,1.0,NZXT Aer P 140mm (Black),,2.0,NZXT Aer P 140mm (White),,,0.0,68,102,Exclude,Prefabs/Cases/NZXT/CAS_NZXT_H510_Elite,NZXT H510 Elite (Black),NZXT H510 Elite (Black)
Case,NZXT,H510i (Black + Red),,Y,110,37,20,50,1.5,PC,,RGB,Mid Tower,Y,Y,Y,,,,Y,,2,2,311.0,368,165,,Y,,,2,NZXT Aer P 120mm (Black),,,,,,,,,0.0,34,76,Exclude,Prefabs/Cases/NZXT/CAS_NZXT_H510i,NZXT H510i (Black + Red),NZXT H510i (Black + Red)
Case,NZXT,H510i (Black + White),,Y,110,37,20,50,1.5,PC,,RGB,Mid Tower,Y,Y,Y,,,,Y,,2,2,311.0,368,165,,Y,,,2,NZXT Aer P 120mm (Black),,,,,,,,,0.0,34,76,Exclude,Prefabs/Cases/NZXT/CAS_NZXT_H510i_White,NZXT H510i (Black + White),NZXT H510i (Black + White)
Case,NZXT,H510i (Black),,Y,110,37,20,50,1.5,PC,,RGB,Mid Tower,Y,Y,Y,,,,Y,,2,2,311.0,368,165,,Y,,,2,NZXT Aer P 120mm (Black),,,,,,,,,0.0,34,76,,Prefabs/Cases/NZXT/CAS_NZXT_H510i_Black,NZXT H510i (Black),NZXT H510i (Black)
Case,NZXT,H700i - Bush Flight Simulator,,Y,300,100,27,90,1.2,,Y,RGB,Mid Tower,Y,Y,Y,Y,,,Y,,2,2,,413,185,,Y,0,,1,NZXT Aer P 140mm (Black),,3.0,NZXT Aer P 120mm (Black),,,,,,0.0,68,232,Exclude,Prefabs/Cases/NZXT/CAS_NZXT_H700_DeadstickEdition,NZXT H700i - Bush Flight Simulator,NZXT H700i - Bush Flight Simulator
Case,NZXT,H700i - Extinction Wars,,Y,300,100,27,90,1.0,,Y,,Mid Tower,Y,Y,Y,Y,,,Y,,2,2,,413,185,,Y,e2d9600e8fa34c418a98942e176118c0,,1,NZXT Aer P 140mm (Black),,3.0,NZXT Aer P 120mm (Black),,,,,,0.0,68,232,Exclude,Prefabs/Cases/NZXT/NZXT_H700I_CollectorsEdition,NZXT H700i - Extinction Wars,NZXT H700i - Extinction Wars
Case,NZXT,H700i - Galaxy Edition,,Y,200,67,27,90,1.0,PC_GOG,Y,RGB,Mid Tower,Y,Y,Y,Y,,,Y,,2,2,,413,185,,Y,0,,1,NZXT Aer P 140mm (Black),,3.0,NZXT Aer P 120mm (Black),,,,,,0.0,68,132,Exclude,Prefabs/Cases/NZXT/CAS_NZXT_H700_GOG,NZXT H700i - Galaxy Edition,NZXT H700i - Galaxy Edition
Case,NZXT,H700i - Good Company,,Y,300,100,27,90,1.2,,Y,RGB,Mid Tower,Y,Y,Y,Y,,,Y,,2,2,,413,185,,Y,0,,1,NZXT Aer P 140mm (Black),,3.0,NZXT Aer P 120mm (Black),,,,,,0.0,68,232,Exclude,Prefabs/Cases/NZXT/CAS_NZXT_H700_GoodCompanyEdition,NZXT H700i - Good Company,NZXT H700i - Good Company
Case,NZXT,H700i - Organ Collector,,Y,300,100,27,90,1.2,,Y,RGB,Mid Tower,Y,Y,Y,Y,,,Y,,2,2,,413,185,,Y,e2d9600e8fa34c418a98942e176118c0,,1,NZXT Aer P 140mm (Black),,3.0,NZXT Aer P 120mm (Black),,,,,,0.0,68,232,Exclude,Prefabs/Cases/NZXT/NZXT_H700I_CollectorsEdition_Organ_Collector,NZXT H700i - Organ Collector,NZXT H700i - Organ Collector
Case,NZXT,H700i (Black + Blue),,Y,200,67,27,80,1.0,,,RGB,Mid Tower,Y,Y,Y,Y,,,Y,,3,2,,413,185,,Y,,,1,NZXT Aer P 140mm (Black),,3.0,NZXT Aer P 120mm (Black),,,,,,0.0,68,132,Exclude,Prefabs/Cases/NZXT/NZXT_H700I_Blue,NZXT H700i (Black + Blue),NZXT H700i (Black + Blue)
